,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
COCHABAMBA,sospecha diagnostica,zika,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,sospecha diagnostica,zika,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,1,3,5,8
MONTEAGUDO,sospecha diagnostica,zika,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,zika,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-01-01,0,0,0,0,2,2,0,3,0,0,1,2,4,5,0,1,1,0,1,1,9,14,23
SUCRE,sospecha diagnostica,zika,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,zika,2024-01-01,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,6,0,6
COBIJA,sospecha diagnostica,zika,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,sospecha diagnostica,zika,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
LA GUARDIA,sospecha diagnostica,zika,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MONTEAGUDO,sospecha diagnostica,zika,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-02-01,0,0,0,0,1,0,1,2,0,1,1,1,3,5,0,0,0,1,1,1,7,11,18
SUCRE,sospecha diagnostica,zika,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,sospecha diagnostica,zika,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,zika,2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,3,3,6
EL TORNO,sospecha diagnostica,zika,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,2,4,6
LA GUARDIA,sospecha diagnostica,zika,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
MONTEAGUDO,sospecha diagnostica,zika,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,1,4
PORONGO,sospecha diagnostica,zika,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-03-01,1,0,1,0,2,0,2,1,0,0,1,1,3,3,0,2,0,0,2,0,12,7,19
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,zika,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COBIJA,sospecha diagnostica,zika,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,zika,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,zika,2024-04-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
LA GUARDIA,sospecha diagnostica,zika,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PORONGO,sospecha diagnostica,zika,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-04-01,1,1,0,0,0,1,3,2,0,2,0,2,3,4,1,0,1,1,0,0,9,13,22
SUCRE,sospecha diagnostica,zika,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,zika,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,2,5,7
EL ALTO,sospecha diagnostica,zika,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,sospecha diagnostica,zika,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN BORJA,sospecha diagnostica,zika,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-05-01,1,3,0,0,3,1,1,0,0,0,0,2,0,2,0,2,2,1,2,1,9,12,21
SUCRE,sospecha diagnostica,zika,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,zika,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,3
COBIJA,sospecha diagnostica,zika,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,zika,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-06-01,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,1,0,0,5,2,7
SUCRE,sospecha diagnostica,zika,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
EL TORNO,sospecha diagnostica,zika,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MAIRANA,sospecha diagnostica,zika,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,zika,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,4,7
SUCRE,sospecha diagnostica,zika,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,zika,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL TORNO,sospecha diagnostica,zika,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA GUARDIA,sospecha diagnostica,zika,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-08-01,0,0,0,0,1,0,0,2,1,0,0,0,1,3,0,0,0,1,0,0,3,6,9
SUCRE,sospecha diagnostica,zika,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,sospecha diagnostica,zika,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-09-01,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,4,4,8
COBIJA,sospecha diagnostica,zika,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
PORONGO,sospecha diagnostica,zika,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-10-01,0,0,0,1,0,1,0,2,0,1,1,0,2,3,0,1,1,1,1,0,5,10,15
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,zika,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,3
COBIJA,sospecha diagnostica,zika,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,sospecha diagnostica,zika,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL PUENTE(STC),sospecha diagnostica,zika,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,sospecha diagnostica,zika,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTEAGUDO,sospecha diagnostica,zika,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,zika,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2,5
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,zika,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA GUARDIA,sospecha diagnostica,zika,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,sospecha diagnostica,zika,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,zika,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,zika,2024-12-01,0,0,0,0,0,1,0,2,0,0,1,1,4,1,0,1,0,0,1,0,6,6,12
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,zika,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
