municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACHACACHI,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
ANCORAIMES,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
ANDAMARCA,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
APOLO,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
ASCENCION DE GUARAYOS,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
ATOCHA,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
AYATA,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CAIROMA,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CALAMARCA,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMIRI,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,3,0,4,0,4
CARANAVI,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,4,0,0,0,4,0,4
COBIJA,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,5,0,0,0,5,0,5
COCHABAMBA,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,1,0,42,0,0,0,43,0,43
COROICO,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
EL ALTO,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,60,0,0,0,60,0,60
EL CHORO,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
ENTRE RIOS,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
JESUS DE MACHACA,infec de transmision sexual,flujo uretral (uretritis),2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
