,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
BERMEJO,tuberculosis y lepra,lepra paucibacilar*,2010-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
VILLA MONTES,tuberculosis y lepra,lepra paucibacilar*,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2010-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
FERNANDEZ ALONSO,tuberculosis y lepra,lepra paucibacilar*,2010-02-01,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-02-01,0,0,0,0,0,0,1,1,1,0,0,1,2,2,4
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2010-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL PUENTE(TJA),tuberculosis y lepra,lepra paucibacilar*,2010-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-04-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-06-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,lepra paucibacilar*,2010-06-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-07-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2010-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BERMEJO,tuberculosis y lepra,lepra paucibacilar*,2010-09-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-09-01,0,0,0,0,0,0,1,0,3,1,0,0,4,1,5
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2010-09-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
VILLA MONTES,tuberculosis y lepra,lepra paucibacilar*,2010-09-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
COCHABAMBA,tuberculosis y lepra,lepra paucibacilar*,2010-10-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-10-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-11-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA MONTES,tuberculosis y lepra,lepra paucibacilar*,2010-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-12-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTERO,tuberculosis y lepra,lepra paucibacilar*,2010-12-01,0,0,1,0,1,0,7,2,5,2,0,0,14,4,18
