,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
AYOPAYA (V. DE INDEPENDENCIA),enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3
BOLPEBRA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMIRI,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5
CHAYANTA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,1,0,3,0,0,3,0,1,0,0,2,3,3,3,4,2,13,12,25
CLIZA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,4,3,7
COBIJA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,3
COCHABAMBA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4
CONCEPCION,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
HUACARETA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
IXIAMAS,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,1,0,0,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,8
LLALLAGUA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PADCAYA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,7,0,7
PUERTO VILLARROEL,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,4,0,0,4,9,13
RURRENABAQUE,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
SAN ANDRES,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,5,0,0,0,1,0,0,1,3,2,0,0,1,0,0,0,10,3,13
SAN JOSE DE CHIQUITOS,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3
SAN JULIAN,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ROSA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,2,2,1,2,2,4,1,2,1,5,7,5,4,4,18,24,42
SICAYA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3
TARIJA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,1,0,2,2,1,2,4,3,1,0,4,4,11,2,6,2,7,11,13,26,50,76
TIRAQUE (CBBA),enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TRINIDAD,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,1,2,0,1,0,1,1,1,2,1,3,0,4,2,2,0,2,1,2,9,17,26
UNCIA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,1,1,0,0,0,3,5,8
VACAS,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
YOCALLA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BAURES,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
"CAIZA ""D""",enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,3,2,5
COBIJA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,1,0,1,0,1,3,1,2,0,3,3,1,7,1,0,1,1,1,1,0,16,12,28
COCHABAMBA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
CONCEPCION,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
EL TORNO,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PADCAYA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
PAILON,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SACABA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,5,7
SAN BORJA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,3,6,9
SAN JULIAN,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,3,3,3,4,3,8,2,2,0,2,0,0,1,0,0,0,0,0,2,3,14,22,36
SUCRE,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TARIJA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,1,3,2,3,4,3,1,0,1,2,3,0,3,0,0,4,3,15,18,33
TINGUIPAYA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,4
TORO TORO,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,4,1,5
UNCIA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-02-01,0,0,1,0,0,2,2,1,0,0,0,1,1,1,0,2,0,2,2,4,6,13,19
AIQUILE,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,1,0,0,0,3,1,2,4,7,6,3,0,6,7,3,2,4,4,3,4,32,28,60
BAURES,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,2,0,4,1,0,0,2,0,1,0,3,3,2,0,3,1,3,4,20,9,29
BOLPEBRA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CABEZAS,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,1,0,0,0,3,1,2,2,1,0,1,0,2,0,2,0,3,0,2,3,17,20
COBIJA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COCAPATA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
EL TORNO,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,0,3,0,3,1,0,0,1,0,1,0,2,0,0,0,0,1,10,11
PADCAYA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,1,0,1,1,2,5,2,1,1,0,1,2,2,1,2,2,1,1,1,13,14,27
PASORAPA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,2,4,6
SACABA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,0,2,3,0,2,0,1,0,1,2,1,0,0,0,0,0,8,4,12
SAN JAVIER(STC),enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,3,1,3,6,5,1,7,0,0,0,0,0,0,1,1,0,0,0,1,1,20,10,30
SAN JOSE DE CHIQUITOS,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN JULIAN,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,2,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,5,5,10
SANTA CRUZ DE LA SIERRA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SENA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TARIJA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,1,0,2,6,3,2,3,1,2,2,8,6,0,3,1,1,1,2,21,23,44
TINGUIPAYA,enfermedades transmitidas por vectores (etv),leishmaniasis mucocutanea,2024-03-01,0,0,0,0,3,3,1,0,3,0,5,4,1,6,4,0,0,0,1,3,18,16,34
