,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
COCHABAMBA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
COLQUECHACA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EL TORNO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,5
SAMAIPATA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BORJA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,2,3,5,8
SANTA ROSA DEL SARA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARVITA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINIDAD,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLAZON,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
YACUIBA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
CLIZA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COMARAPA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL TORNO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PUERTO QUIJARRO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAMAIPATA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,8,8
TORO TORO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TRINIDAD,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
WARNES,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
YACUIBA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,4
COBIJA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3
COLCAPIRHUA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ORURO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
POTOSI,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,6
SACABA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1,0,3,2,10,12
SANTA ROSA DEL SARA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2
SUCRE,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,3
TARIJA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,3
TRINIDAD,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,4
TUPIZA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
YACUIBA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,3
COBIJA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COMARAPA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL TORNO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
FERNANDEZ ALONSO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ORURO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PADILLA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
POTOSI,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
SAN ANDRES,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BORJA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN PEDRO,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,1,2,1,3,6,9,15
SANTA ROSA DEL SARA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,4,0,4
SUCRE,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,6,9
TARIJA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,3
YACUIBA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3
COCHABAMBA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,4,2,6
COTAGAITA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUAYARAMERIN,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,4,2,6
SANTA CRUZ DE LA SIERRA,enfermedades transmitidas por vectores (etv),chagas agudo por otros mecanismos de transmision,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,6,2,0,8,9,17,26
