,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTO BENI,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,4,1,5
CAJUATA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,4,6
CAMIRI,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
CAPINOTA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CARANAVI,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,3,3,6
CARAPARI,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
CHAYANTA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,3,0,6,2,8
CHIMORE,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,6
COBIJA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,2,4
COCHABAMBA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,1,0,0,0,1,0,0,0,4,2,1,0,0,0,2,0,9,2,11
CONCEPCION,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,4
CORIPATA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
COROICO,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,1,2,0,4,0,15,2,17
ENTRE RIOS CBBA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
FILADELFIA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
GUAYARAMERIN,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
HUACARETA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3
IRUPANA (VILLA DE LANZA),enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
IXIAMAS,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,1,0,1,0,5,3,8
LA ASUNTA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,1,1,1,1,2,0,0,2,1,1,0,0,0,0,0,5,5,10
LA PAZ,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,3,1,1,0,9,3,12
MAGDALENA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,6
PALOS BLANCOS,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
PUERTO VILLARROEL,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,2,0,7,1,8
QUILLACOLLO,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
REYES,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,1,0,1,1,1,1,9,1,2,0,1,0,1,0,16,3,19
ROBORE,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
RURRENABAQUE,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SACABA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,6,8
SAN BORJA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,5,0,5
SAN BUENA VENTURA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,3
SAN IGNACIO,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,2,1,1,0,0,1,3,0,0,0,0,0,6,2,8
SAN JOSE DE CHIQUITOS,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,3
SANTA CRUZ DE LA SIERRA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
SANTA ROSA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,1,1,1,1,1,3,0,1,4,0,1,0,0,2,1,8,9,17
SHINAOTA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,6,0,6
SUCRE,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
TARIJA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,2,4,6
TEOPONTE,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
TIPUANI,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINIDAD,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,1,1,0,5,4,9
VILLA TUNARI,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,1,0,0,0,2,0,2,1,3,3,0,1,1,1,1,1,10,7,17
VILLA VACA GUZMAN (MUYUPAMPA),enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VINTO,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3
YACUIBA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,3,2,5
YOCALLA,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3
ALTO BENI,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-02-01,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BAURES,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
"CAIZA ""D""",enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CARANAVI,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-02-01,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,0,0,0,1,4,4,8
CHIMORE,enfermedades transmitidas por vectores (etv),leishmaniasis cutanea,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
