municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
CARANAVI,sospecha diagnostica,dengue hemorragico,2006-01-01,0.0,0.0,0.0,3.0,1.0,4.0
YAPACANI,sospecha diagnostica,dengue hemorragico,2006-03-01,0.0,0.0,0.0,1.0,0.0,1.0
PUERTO VILLARROEL,sospecha diagnostica,dengue hemorragico,2006-04-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2006-04-01,0.0,0.0,3.0,0.0,0.0,3.0
CAMIRI,sospecha diagnostica,dengue hemorragico,2006-05-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2006-05-01,0.0,0.0,1.0,0.0,0.0,1.0
VILLA MONTES,sospecha diagnostica,dengue hemorragico,2006-05-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2006-06-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2006-07-01,0.0,0.0,0.0,1.0,0.0,1.0
COTOCA,sospecha diagnostica,dengue hemorragico,2006-08-01,0.0,0.0,0.0,1.0,0.0,1.0
PORTACHUELO,sospecha diagnostica,dengue hemorragico,2006-08-01,0.0,0.0,0.0,1.0,0.0,1.0
SAN MIGUEL DE VELASCO,sospecha diagnostica,dengue hemorragico,2006-08-01,0.0,0.0,1.0,0.0,0.0,1.0
MAIRANA,sospecha diagnostica,dengue hemorragico,2006-09-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2006-11-01,0.0,0.0,0.0,1.0,0.0,1.0
VILLA TUNARI,sospecha diagnostica,dengue hemorragico,2006-11-01,0.0,0.0,0.0,1.0,0.0,1.0
