municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2006-01-01,0.0,1.0,0.0,0.0,0.0,1.0
POTOSI,sospecha diagnostica,paralisis flacida aguda,2006-01-01,0.0,1.0,0.0,0.0,0.0,1.0
EL ALTO,sospecha diagnostica,paralisis flacida aguda,2006-02-01,0.0,0.0,0.0,1.0,0.0,1.0
MONTEAGUDO,sospecha diagnostica,paralisis flacida aguda,2006-02-01,0.0,1.0,0.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2006-03-01,0.0,1.0,1.0,0.0,0.0,2.0
HUACARETA,sospecha diagnostica,paralisis flacida aguda,2006-03-01,1.0,0.0,0.0,0.0,0.0,1.0
MONTEAGUDO,sospecha diagnostica,paralisis flacida aguda,2006-03-01,0.0,0.0,1.0,0.0,0.0,1.0
SUCRE,sospecha diagnostica,paralisis flacida aguda,2006-03-01,0.0,1.0,0.0,0.0,0.0,1.0
TARIJA,sospecha diagnostica,paralisis flacida aguda,2006-03-01,0.0,0.0,0.0,1.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2006-04-01,0.0,1.0,0.0,0.0,0.0,1.0
HUACARETA,sospecha diagnostica,paralisis flacida aguda,2006-04-01,0.0,0.0,2.0,0.0,0.0,2.0
MONTEAGUDO,sospecha diagnostica,paralisis flacida aguda,2006-04-01,0.0,0.0,1.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda,2006-04-01,0.0,1.0,1.0,0.0,0.0,2.0
MONTEAGUDO,sospecha diagnostica,paralisis flacida aguda,2006-05-01,0.0,0.0,2.0,0.0,0.0,2.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda,2006-05-01,0.0,1.0,0.0,0.0,0.0,1.0
VILLA TUNARI,sospecha diagnostica,paralisis flacida aguda,2006-05-01,0.0,1.0,0.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2006-06-01,0.0,1.0,0.0,0.0,0.0,1.0
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,paralisis flacida aguda,2006-07-01,0.0,1.0,0.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2006-08-01,1.0,0.0,1.0,0.0,0.0,2.0
QUILLACOLLO,sospecha diagnostica,paralisis flacida aguda,2006-10-01,1.0,0.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda,2006-10-01,0.0,1.0,0.0,0.0,0.0,1.0
TIQUIPAYA,sospecha diagnostica,paralisis flacida aguda,2006-10-01,0.0,1.0,0.0,0.0,0.0,1.0
