municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
LA PAZ,sospecha diagnostica,tos ferina,2006-01-01,7,0,0,0,0,7
MONTERO,sospecha diagnostica,tos ferina,2006-01-01,0,1,0,0,0,1
EL ALTO,sospecha diagnostica,tos ferina,2006-02-01,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2006-02-01,1,3,1,0,0,5
MONTERO,sospecha diagnostica,tos ferina,2006-02-01,1,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,tos ferina,2006-03-01,1,0,0,0,0,1
EL ALTO,sospecha diagnostica,tos ferina,2006-03-01,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2006-03-01,1,1,0,0,0,2
MONTERO,sospecha diagnostica,tos ferina,2006-03-01,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2006-03-01,1,2,0,0,0,3
TARIJA,sospecha diagnostica,tos ferina,2006-03-01,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2006-04-01,3,0,2,0,0,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2006-04-01,0,1,1,0,0,2
CAMIRI,sospecha diagnostica,tos ferina,2006-05-01,0,5,0,0,0,5
EL ALTO,sospecha diagnostica,tos ferina,2006-05-01,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2006-05-01,5,0,5,0,0,10
SUCRE,sospecha diagnostica,tos ferina,2006-05-01,1,0,0,0,0,1
TARIJA,sospecha diagnostica,tos ferina,2006-05-01,2,1,0,0,0,3
CAMIRI,sospecha diagnostica,tos ferina,2006-06-01,0,1,0,0,0,1
EL ALTO,sospecha diagnostica,tos ferina,2006-06-01,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2006-07-01,7,5,0,0,0,12
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2006-07-01,0,1,0,0,0,1
TARIJA,sospecha diagnostica,tos ferina,2006-07-01,2,0,0,0,0,2
EL ALTO,sospecha diagnostica,tos ferina,2006-08-01,0,1,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2006-08-01,5,4,0,0,0,9
COLOMI,sospecha diagnostica,tos ferina,2006-09-01,1,1,0,0,0,2
LA PAZ,sospecha diagnostica,tos ferina,2006-09-01,4,0,0,0,0,4
LA PAZ,sospecha diagnostica,tos ferina,2006-10-01,6,3,0,0,0,9
CAMARGO,sospecha diagnostica,tos ferina,2006-11-01,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2006-11-01,6,5,0,0,0,11
LA PAZ,sospecha diagnostica,tos ferina,2006-12-01,2,3,1,0,0,6
PUNATA,sospecha diagnostica,tos ferina,2006-12-01,1,0,0,0,0,1
VILLA TUNARI,sospecha diagnostica,tos ferina,2006-12-01,1,2,4,0,0,7
