,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
LA PAZ,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-01-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
LAGUNILLAS,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-01-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BUENA VISTA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-03-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
POTOSI,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-03-01,6.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,21.0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-03-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"COLCHA ""K""",tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-04-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
POTOSI,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-04-01,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN CARLOS,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-05-01,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-05-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
YAPACANI,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-05-01,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
BUENA VISTA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-06-01,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
LA PAZ,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-07-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN JUAN DE YAPACANI,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-07-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-07-01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
TIQUIPAYA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-07-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
YACUIBA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-07-01,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,19.0
CHALLAPATA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-09-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
COCHABAMBA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-11-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUPIZA,tuberculosis y lepra,meningitis tb en menores de 5 anos,2009-12-01,1.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,17.0
