municipality,group,variable,month,Nro.,Nro. Afectados,Nro. Fallecidos,TOTAL
SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,riada,2012-01-01,0.0,0.0,0.0,0.0
APOLO,registro de eventos de notificacion inmediata,riada,2012-02-01,3.0,0.0,0.0,3.0
FILADELFIA,registro de eventos de notificacion inmediata,riada,2012-02-01,1.0,0.0,0.0,1.0
ICHOCA,registro de eventos de notificacion inmediata,riada,2012-02-01,4.0,87.0,0.0,91.0
MONTEAGUDO,registro de eventos de notificacion inmediata,riada,2012-02-01,1.0,100.0,0.0,101.0
TUPIZA,registro de eventos de notificacion inmediata,riada,2012-02-01,1.0,37.0,0.0,38.0
VILLA MONTES,registro de eventos de notificacion inmediata,riada,2012-02-01,1.0,21.0,0.0,22.0
APOLO,registro de eventos de notificacion inmediata,riada,2012-03-01,1.0,3.0,0.0,4.0
COTAGAITA,registro de eventos de notificacion inmediata,riada,2012-03-01,1.0,20.0,0.0,21.0
ZUDAÑEZ,registro de eventos de notificacion inmediata,riada,2012-10-01,1.0,0.0,0.0,1.0
COBIJA,registro de eventos de notificacion inmediata,riada,2012-11-01,0.0,1.0,0.0,1.0
TIPUANI,registro de eventos de notificacion inmediata,riada,2012-11-01,1.0,40.0,0.0,41.0
CHUQUIHUTA AYLLU JUCUMANI,registro de eventos de notificacion inmediata,riada,2012-12-01,1.0,120.0,0.0,121.0
GRAL. J.J. PEREZ (CHARAZANI),registro de eventos de notificacion inmediata,riada,2012-12-01,1.0,27.0,0.0,28.0
ICLA,registro de eventos de notificacion inmediata,riada,2012-12-01,1.0,30.0,0.0,31.0
