municipality,group,variable,month,Nro.,Nro. Afectados,Nro. Fallecidos,TOTAL
SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,incendio,2012-01-01,0.0,0.0,0.0,0.0
ASCENCION DE GUARAYOS,registro de eventos de notificacion inmediata,incendio,2012-02-01,4.0,25.0,0.0,29.0
RURRENABAQUE,registro de eventos de notificacion inmediata,incendio,2012-02-01,2.0,0.0,0.0,2.0
TIPUANI,registro de eventos de notificacion inmediata,incendio,2012-06-01,1.0,79.0,0.0,80.0
SAN ANDRES,registro de eventos de notificacion inmediata,incendio,2012-07-01,1.0,0.0,0.0,1.0
PADCAYA,registro de eventos de notificacion inmediata,incendio,2012-08-01,1.0,0.0,0.0,1.0
PUCARA,registro de eventos de notificacion inmediata,incendio,2012-08-01,1.0,2.0,0.0,3.0
EL PUENTE(STC),registro de eventos de notificacion inmediata,incendio,2012-09-01,1.0,10.0,0.0,11.0
SAN JAVIER(BNI),registro de eventos de notificacion inmediata,incendio,2012-09-01,1.0,0.0,0.0,1.0
PADILLA,registro de eventos de notificacion inmediata,incendio,2012-10-01,1.0,0.0,0.0,1.0
POSTRER VALLE,registro de eventos de notificacion inmediata,incendio,2012-10-01,1.0,2.0,0.0,3.0
TORO TORO,registro de eventos de notificacion inmediata,incendio,2012-10-01,1.0,8.0,0.0,9.0
