,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,0,0,9,0,1,0,10,10
ANCORAIMES,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ANZALDO,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
ARAMPAMPA,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
AYATA,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AZURDUY,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,1,0,9,0,42,0,1,0,53,53
BETANZOS,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,2,0,9,0,0,0,11,11
BOLPEBRA,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BOYUIBE,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARAPARI,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COBIJA,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,5,0,4,0,0,0,9,9
COCAPATA,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
COCHABAMBA,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,14,6,28,34,4,0,46,40,86
COLCAPIRHUA,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
COPACABANA,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,3,0,1,0,0,0,4,4
COTOCA,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
EL ALTO,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,3,0,15,14,80,1,3,15,101,116
EL CHORO,infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL PUENTE(TJA),infecc. de transmision sexual,flujo uretral (uretritis),2010-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
