,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
BELEN DE ANDAMARCA,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
COCAPATA,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
LA PAZ,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,4,0,8,0,0,0,12,12
MONTEAGUDO,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PALOS BLANCOS,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO CARABUCO,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUERTO VILLARROEL,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN RAMON BENI,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SHINAOTA,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,2,0,2,0,0,0,4,4
SOPACHUY,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SUCRE,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
TARIJA,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
TIPUANI,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIRAQUE (CBBA),infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOLEDO,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
TUPIZA,infecc. de transmision sexual,dolor abdominal/ edema de escroto,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3
