,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,0,4,0,0,0,4,4
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,1,0,1,1,2,1,3
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,9,4,0,0,9,4,13
MONTEAGUDO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,0,0,0,1,0,1,1
ORURO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,1,0,0,0,1,0,1
POJO (CBBA),"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,0,0,1,0,1,0,1
PORCO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,0,0,1,0,1,0,1
QUILLACOLLO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,0,0,0,2,0,2,2
RIBERALTA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,0,1,0,0,0,1,1
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,1,1,0,0,1,1,2
TARIJA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-01-01,1,1,0,0,1,1,2
CAQUIAVIRI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,0,0,0,1,0,1,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,1,1,0,0,1,1,2
CONCEPCION,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,0,1,0,0,0,1,1
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,0,0,1,0,1,0,1
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,7,12,2,0,9,12,21
PUERTO VILLARROEL,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,1,0,0,0,1,0,1
SACACA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,1,2,0,0,1,2,3
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,0,1,0,0,0,1,1
VIACHA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-02-01,0,0,1,0,1,0,1
ACHACACHI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,1,0,1,0,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,3,4,0,0,3,4,7
"COLCHA ""K""","mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,1,0,1,0,1
COLOMI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,1,0,1,0,1
CORO CORO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,0,1,0,1,1
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,4,8,4,8,12
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,3,1,1,1,4,5
PORCO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,1,0,1,0,1
SACABA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,2,0,2,0,2
SACACA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,3,1,1,1,4,2,6
SAPAHAQUI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,0,1,0,1,1
UNCIA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,0,1,0,1,1
VILLA CHARCAS,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-03-01,0,0,0,1,0,1,1
BUENA VISTA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,0,1,0,1,1
CALAMARCA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,0,1,0,1,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,2,2,0,0,2,2,4
CONCEPCION,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,1,0,0,0,1,0,1
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,3,5,3,5,8
JESUS DE MACHACA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,1,0,1,0,1
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,2,0,0,0,2,0,2
POTOSI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,1,0,1,0,1
SALINAS DE GARCI MENDOZA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,1,0,1,0,1
TARVITA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,0,1,0,1,1
TIRAQUE (CBBA),"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,0,1,0,1,1
VILLA MONTES,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,1,1,0,1,1,2
VILLAZON,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-04-01,0,0,0,1,0,1,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,1,1,0,0,1,1,2
COTAGAITA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,0,0,0,1,0,1,1
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,0,0,4,1,4,1,5
LA GUARDIA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,0,0,1,0,1,0,1
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,3,1,0,1,3,2,5
LAJA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,0,0,0,1,0,1,1
SACABA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,1,1,0,0,1,1,2
SACACA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,0,0,1,0,1,0,1
SALINAS DE GARCI MENDOZA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,2,1,1,1,3,2,5
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,0,1,0,0,0,1,1
TARIJA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,1,0,1,0,2,0,2
UYUNI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-05-01,0,0,0,1,0,1,1
BETANZOS,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,0,1,0,1,1
CALAMARCA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,1,0,1,0,1
CLIZA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,1,0,0,0,1,0,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,2,2,0,0,2,2,4
COLQUECHACA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,0,1,0,1,1
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,1,1,4,2,5,3,8
HUANUNI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,1,0,1,0,1
JESUS DE MACHACA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,0,1,0,1,1
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,2,0,2,0,2
MOROCHATA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,1,3,0,0,1,3,4
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,4,1,0,0,4,1,5
TACOPAYA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,1,0,1,0,1
TARIJA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,1,0,0,0,1,1
TINGUIPAYA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,1,0,1,0,1
TOMAVE,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,1,0,1,0,1
VILLA CHARCAS,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-06-01,0,0,0,1,0,1,1
AYO AYO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,0,1,0,1,0,1
CARACOLLO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,0,0,1,0,1,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,1,0,0,0,1,1
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,0,3,2,3,2,5
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,2,2,0,0,2,2,4
SACABA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,2,2,1,2,3,4,7
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,1,0,0,0,1,1
TACOBAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,0,0,1,0,1,1
TARIJA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,2,0,0,0,2,2
UYUNI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,0,1,0,1,0,1
VILLAZON,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,0,1,0,1,0,1
VITICHI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-07-01,0,0,1,0,1,0,1
CAMARGO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,1,0,1,0,1
CARACOLLO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,0,1,0,1,1
COBIJA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,1,0,0,0,1,0,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,3,0,0,0,3,0,3
COLOMI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,0,1,0,1,1
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,2,0,4,0,6,0,6
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,4,1,1,0,5,1,6
MONTEAGUDO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,1,0,1,0,1
PUERTO RICO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,1,0,1,0,1
SACABA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,2,0,2,0,2
SAN MIGUEL DE VELASCO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,1,1,1,0,2,1,3
SORACACHI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,1,0,1,0,1
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,1,2,0,0,1,2,3
TARIJA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,1,0,0,0,1,0,1
TARVITA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,1,0,1,0,1
UYUNI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,0,1,0,1,1
VIACHA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,0,0,1,0,1,0,1
VILLA TUNARI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-08-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2017-09-01,0,0,0,1,0,1,1
