,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CHUMA,mortalidad materna,sospecha de muerte materna,2021-01-01,0,1,1
COCHABAMBA,mortalidad materna,sospecha de muerte materna,2021-01-01,2,0,2
MAPIRI,mortalidad materna,sospecha de muerte materna,2021-01-01,1,0,1
ORURO,mortalidad materna,sospecha de muerte materna,2021-01-01,2,1,3
POTOSI,mortalidad materna,sospecha de muerte materna,2021-01-01,1,0,1
SACACA,mortalidad materna,sospecha de muerte materna,2021-01-01,1,0,1
COCHABAMBA,mortalidad materna,sospecha de muerte materna,2021-02-01,3,0,3
EL ALTO,mortalidad materna,sospecha de muerte materna,2021-02-01,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),mortalidad materna,sospecha de muerte materna,2021-02-01,0,1,1
LA PAZ,mortalidad materna,sospecha de muerte materna,2021-02-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,sospecha de muerte materna,2021-02-01,0,1,1
SANTA ANA,mortalidad materna,sospecha de muerte materna,2021-02-01,1,0,1
TRINIDAD,mortalidad materna,sospecha de muerte materna,2021-02-01,0,1,1
ANZALDO,mortalidad materna,sospecha de muerte materna,2021-03-01,0,1,1
AYO AYO,mortalidad materna,sospecha de muerte materna,2021-03-01,0,1,1
COLQUECHACA,mortalidad materna,sospecha de muerte materna,2021-03-01,0,1,1
ORURO,mortalidad materna,sospecha de muerte materna,2021-03-01,1,0,1
POTOSI,mortalidad materna,sospecha de muerte materna,2021-03-01,1,0,1
PUERTO VILLARROEL,mortalidad materna,sospecha de muerte materna,2021-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,sospecha de muerte materna,2021-03-01,3,0,3
SUCRE,mortalidad materna,sospecha de muerte materna,2021-03-01,2,0,2
TARIJA,mortalidad materna,sospecha de muerte materna,2021-03-01,1,0,1
TARVITA,mortalidad materna,sospecha de muerte materna,2021-03-01,0,1,1
TRINIDAD,mortalidad materna,sospecha de muerte materna,2021-03-01,1,0,1
VILLA TUNARI,mortalidad materna,sospecha de muerte materna,2021-03-01,1,0,1
"CAIZA ""D""",mortalidad materna,sospecha de muerte materna,2021-04-01,0,1,1
EL ALTO,mortalidad materna,sospecha de muerte materna,2021-04-01,3,0,3
GUANAY,mortalidad materna,sospecha de muerte materna,2021-04-01,0,1,1
MINEROS,mortalidad materna,sospecha de muerte materna,2021-04-01,0,1,1
ORURO,mortalidad materna,sospecha de muerte materna,2021-04-01,1,0,1
RIBERALTA,mortalidad materna,sospecha de muerte materna,2021-04-01,1,0,1
SACABA,mortalidad materna,sospecha de muerte materna,2021-04-01,1,0,1
SAN BORJA,mortalidad materna,sospecha de muerte materna,2021-04-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,sospecha de muerte materna,2021-04-01,0,1,1
SENA,mortalidad materna,sospecha de muerte materna,2021-04-01,0,1,1
SUCRE,mortalidad materna,sospecha de muerte materna,2021-04-01,2,0,2
VILLA CHARCAS,mortalidad materna,sospecha de muerte materna,2021-04-01,1,0,1
COCHABAMBA,mortalidad materna,sospecha de muerte materna,2021-05-01,1,0,1
EL ALTO,mortalidad materna,sospecha de muerte materna,2021-05-01,2,0,2
GUTIERREZ,mortalidad materna,sospecha de muerte materna,2021-05-01,0,1,1
LA ASUNTA,mortalidad materna,sospecha de muerte materna,2021-05-01,0,1,1
LA PAZ,mortalidad materna,sospecha de muerte materna,2021-05-01,1,0,1
ORURO,mortalidad materna,sospecha de muerte materna,2021-05-01,2,0,2
RIBERALTA,mortalidad materna,sospecha de muerte materna,2021-05-01,0,1,1
SAN IGNACIO,mortalidad materna,sospecha de muerte materna,2021-05-01,0,1,1
SAN IGNACIO DE VELASCO,mortalidad materna,sospecha de muerte materna,2021-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,sospecha de muerte materna,2021-05-01,8,1,9
SUCRE,mortalidad materna,sospecha de muerte materna,2021-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad materna,sospecha de muerte materna,2021-06-01,0,1,1
CAMARGO,mortalidad materna,sospecha de muerte materna,2021-06-01,1,0,1
COCHABAMBA,mortalidad materna,sospecha de muerte materna,2021-06-01,5,0,5
EL ALTO,mortalidad materna,sospecha de muerte materna,2021-06-01,1,0,1
LA PAZ,mortalidad materna,sospecha de muerte materna,2021-06-01,1,0,1
POTOSI,mortalidad materna,sospecha de muerte materna,2021-06-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,sospecha de muerte materna,2021-06-01,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad materna,sospecha de muerte materna,2021-06-01,8,0,8
TACOPAYA,mortalidad materna,sospecha de muerte materna,2021-06-01,0,1,1
TARIJA,mortalidad materna,sospecha de muerte materna,2021-06-01,1,0,1
UNCIA,mortalidad materna,sospecha de muerte materna,2021-06-01,0,1,1
CHARAGUA,mortalidad materna,sospecha de muerte materna,2021-07-01,0,1,1
COCHABAMBA,mortalidad materna,sospecha de muerte materna,2021-07-01,1,1,2
EL ALTO,mortalidad materna,sospecha de muerte materna,2021-07-01,1,1,2
LA PAZ,mortalidad materna,sospecha de muerte materna,2021-07-01,1,0,1
ORURO,mortalidad materna,sospecha de muerte materna,2021-07-01,0,1,1
RIBERALTA,mortalidad materna,sospecha de muerte materna,2021-07-01,1,0,1
SAN ANDRES DE MACHACA,mortalidad materna,sospecha de muerte materna,2021-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,sospecha de muerte materna,2021-07-01,3,0,3
VIACHA,mortalidad materna,sospecha de muerte materna,2021-07-01,1,0,1
COCHABAMBA,mortalidad materna,sospecha de muerte materna,2021-08-01,2,0,2
EL ALTO,mortalidad materna,sospecha de muerte materna,2021-08-01,1,0,1
SAN BORJA,mortalidad materna,sospecha de muerte materna,2021-08-01,1,0,1
SAN LORENZO(TJA),mortalidad materna,sospecha de muerte materna,2021-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,sospecha de muerte materna,2021-08-01,3,0,3
SUCRE,mortalidad materna,sospecha de muerte materna,2021-08-01,0,1,1
TARIJA,mortalidad materna,sospecha de muerte materna,2021-08-01,1,0,1
COCHABAMBA,mortalidad materna,sospecha de muerte materna,2021-09-01,0,2,2
EL ALTO,mortalidad materna,sospecha de muerte materna,2021-09-01,2,2,4
INCAHUASI,mortalidad materna,sospecha de muerte materna,2021-09-01,0,1,1
LA PAZ,mortalidad materna,sospecha de muerte materna,2021-09-01,2,0,2
ORURO,mortalidad materna,sospecha de muerte materna,2021-09-01,1,0,1
PUERTO PEREZ,mortalidad materna,sospecha de muerte materna,2021-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,sospecha de muerte materna,2021-09-01,1,0,1
TARIJA,mortalidad materna,sospecha de muerte materna,2021-09-01,2,0,2
IRUPANA (VILLA DE LANZA),mortalidad materna,sospecha de muerte materna,2021-10-01,0,1,1
LA PAZ,mortalidad materna,sospecha de muerte materna,2021-10-01,2,0,2
POTOSI,mortalidad materna,sospecha de muerte materna,2021-10-01,1,0,1
SAN BORJA,mortalidad materna,sospecha de muerte materna,2021-10-01,1,0,1
SAN RAFAEL,mortalidad materna,sospecha de muerte materna,2021-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,sospecha de muerte materna,2021-10-01,2,0,2
SUCRE,mortalidad materna,sospecha de muerte materna,2021-10-01,1,0,1
TACOPAYA,mortalidad materna,sospecha de muerte materna,2021-10-01,0,1,1
ACACIO,mortalidad materna,sospecha de muerte materna,2021-11-01,1,0,1
AYO AYO,mortalidad materna,sospecha de muerte materna,2021-11-01,0,1,1
EL ALTO,mortalidad materna,sospecha de muerte materna,2021-11-01,2,0,2
SAN ANDRES DE MACHACA,mortalidad materna,sospecha de muerte materna,2021-11-01,0,1,1
SANTA ANA,mortalidad materna,sospecha de muerte materna,2021-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,sospecha de muerte materna,2021-11-01,1,0,1
SUCRE,mortalidad materna,sospecha de muerte materna,2021-11-01,1,0,1
ACHACACHI,mortalidad materna,sospecha de muerte materna,2021-12-01,1,0,1
ARQUE,mortalidad materna,sospecha de muerte materna,2021-12-01,0,1,1
COLQUECHACA,mortalidad materna,sospecha de muerte materna,2021-12-01,0,1,1
EL ALTO,mortalidad materna,sospecha de muerte materna,2021-12-01,2,0,2
LA PAZ,mortalidad materna,sospecha de muerte materna,2021-12-01,1,0,1
ORURO,mortalidad materna,sospecha de muerte materna,2021-12-01,1,0,1
POTOSI,mortalidad materna,sospecha de muerte materna,2021-12-01,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad materna,sospecha de muerte materna,2021-12-01,1,0,1
TIPUANI,mortalidad materna,sospecha de muerte materna,2021-12-01,1,0,1
YACUIBA,mortalidad materna,sospecha de muerte materna,2021-12-01,1,0,1
