,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHACACHI,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,2,0,1,0,1,1,0,1,0,1,2,0,1,0,1,1,8,4,12
ACHOCALLA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AIQUILE,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,3,1,4
ALCALA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3
ANCORAIMES,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ANTEQUERA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
APOLO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
ARANI,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,5,7
ARBIETO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,0,6,1,1,1,0,0,1,2,0,0,1,1,0,1,10,6,16
ARQUE,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,3,3,6
ATOCHA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,4,2,6
AYO AYO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,1,5
AZURDUY,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BATALLAS,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,2,3,4,4,5,0,2,5,5,10,0,2,3,0,1,1,22,25,47
BETANZOS,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,1,1,0,0,0,0,0,2,1,2,0,0,1,1,0,7,3,10
BOYUIBE,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BUENA VISTA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,5,1,1,1,2,1,0,0,0,0,0,2,0,0,4,1,12,6,18
CABEZAS,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,1,0,1,0,3,0,0,0,0,0,2,1,0,0,0,1,1,1,8,3,11
"CAIZA ""D""",otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAJUATA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALACOTO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CALAMARCA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
CAMIRI,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,2,2,4,3,5,0,1,2,0,2,1,11,0,1,2,2,15,23,38
CAPINOTA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,1,0,1,1,3,1,0,1,3,4,2,0,0,0,0,3,1,10,11,21
CARACOLLO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3
CARANAVI,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,1,1,0,3,1,1,0,3,1,0,0,0,0,0,1,8,4,12
CARAPARI,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,3,1,0,0,1,0,2,0,2,0,0,0,0,0,1,1,9,2,11
CARMEN RIVERO TORREZ,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,1,1,1,2,4,8,12
CHAQUI,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,3
CHARAGUA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,4,1,5
CHIMORE,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,1,0,2,1,0,1,0,2,0,1,0,0,0,1,0,6,3,9
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
CHUMA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
CLIZA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,2,0,2,1,2,2,0,3,1,3,2,0,1,1,10,10,20
COBIJA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,3,3,6
COCAPATA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,1,0,0,0,32,29,47,30,32,36,29,26,94,50,19,29,12,13,21,30,287,243,530
COIPASA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,1,2,4,0,2,4,2,2,0,6,3,4,1,1,1,2,2,21,16,37
"COLCHA ""K""",otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,3
COLLANA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
COLOMI,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,3,5
COLPA BELGICA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,1,0,4,1,1,0,2,0,1,0,0,0,0,0,9,1,10
COLQUECHACA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
COLQUIRI,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COMARAPA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,4,3,7
CONCEPCION,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,1,3,0,1,0,0,0,3,2,0,0,0,1,1,0,8,4,12
COPACABANA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
CORIPATA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,3,3,6
CORO CORO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
COROICO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,0,0,1,1,0,1,0,2,3,0,0,1,1,0,0,6,5,11
CORQUE,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTAGAITA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,3,2,8,4,12
COTOCA,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,1,0,7,7,12,6,5,3,3,7,13,9,4,3,1,1,3,2,49,38,87
CUATRO CAÑADAS,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,3,0,2,0,0,1,0,0,1,2,0,0,0,0,1,0,7,3,10
CUCHUMUELA (V. G. VILLARROEL),otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURAHUARA DE CARANGAS,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
EL ALTO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,1,0,1,1,21,11,38,35,40,36,29,36,79,83,24,23,20,14,31,25,284,264,548
EL CHORO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
EL PUENTE(STC),otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,0,1,1,6,3,9
EL PUENTE(TJA),otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,3,3,6
EL TORNO,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,8,9,3,8,12,6,2,4,8,5,2,2,5,3,7,3,47,40,87
ENTRE RIOS TRJ,otras infecciones,no de personas expuestas al virus rabico,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
