,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMIRI,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
EL TORNO,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,1,1,1,5,2,5,5,4,2,1,1,2,0,18,12,30
LA GUARDIA,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3
LAGUNILLAS,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
MAGDALENA,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MONTEAGUDO,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,2,3,5
PUERTO VILLARROEL,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN BORJA,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,1,0,0,1,1,1,6,0,0,0,0,0,0,2,8,10
SAN PEDRO,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,1,2,1,1,1,1,2,1,0,1,0,0,0,6,5,11
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,chikungunya,2023-01-01,0,0,1,0,5,2,12,10,10,6,5,9,14,21,5,3,0,3,1,4,53,58,111
SANTA ROSA DEL SARA,sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,chikungunya,2023-01-01,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,0,0,0,3,5,8
YACUIBA,sospecha diagnostica,chikungunya,2023-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
BERMEJO,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BOYUIBE,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CARMEN RIVERO TORREZ,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
CHARAGUA,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
COTOCA,sospecha diagnostica,chikungunya,2023-02-01,0,0,1,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,4,3,7
EL TORNO,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,2,6,10,3,4,5,0,0,4,3,0,0,0,0,1,1,21,18,39
HUACAYA (VILLA DE HUACAYA),sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
LA GUARDIA,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,3,3,5,1,1,1,0,2,4,0,0,0,0,0,13,7,20
LAGUNILLAS,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
MACHARETI,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,2,1,1,3,1,1,0,2,4,1,3,1,2,3,1,12,14,26
MONTEAGUDO,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,1,1,1,0,0,0,1,4,2,0,0,0,0,2,5,7,12
MONTERO,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,3
PUERTO VILLARROEL,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,2,4
RIBERALTA,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,1,1,1,4,1,1,1,3,3,4,9,2,4,0,1,1,2,16,23,39
SAN RAFAEL,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,1,0,0,0,5,3,8
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,chikungunya,2023-02-01,0,1,3,4,16,17,22,18,16,12,5,6,26,35,14,10,5,7,3,11,110,121,231
SUCRE,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,1,1,0,5,5,10
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,2,1,0,0,0,2,6,8
YACUIBA,sospecha diagnostica,chikungunya,2023-02-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
CAMIRI,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARMEN RIVERO TORREZ,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHARAGUA,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COBIJA,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTOCA,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL TORNO,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,1,2,6,8,3,4,1,3,5,1,2,4,2,0,2,1,22,23,45
HUACARETA,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,3,2,5
HUACAYA (VILLA DE HUACAYA),sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,7,7
LA GUARDIA,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2
MACHARETI,sospecha diagnostica,chikungunya,2023-03-01,0,1,0,0,1,0,1,3,5,3,0,1,3,3,0,2,2,2,2,1,14,16,30
MONTEAGUDO,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,1,0,0,1,2,0,1,1,3,0,0,0,4,1,6,3,17,20
MONTERO,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PAMPA GRANDE,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,3
SAN IGNACIO DE VELASCO,sospecha diagnostica,chikungunya,2023-03-01,3,0,1,2,5,3,6,5,2,4,2,1,3,12,2,1,0,1,0,2,24,31,55
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,chikungunya,2023-03-01,1,0,1,1,13,8,15,12,7,6,7,5,26,27,7,6,3,5,7,5,87,75,162
SUCRE,sospecha diagnostica,chikungunya,2023-03-01,0,1,0,1,2,0,1,0,0,0,0,0,3,4,4,1,0,1,0,0,10,8,18
VILLA MONTES,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,1,1,9,2,4,1,3,3,4,6,1,4,1,2,23,19,42
YACUIBA,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YAPACANI,sospecha diagnostica,chikungunya,2023-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
BUENA VISTA,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CAMIRI,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,4
COBIJA,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTOCA,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,2,2,2,1,1,1,2,1,3,2,0,1,1,1,0,0,11,9,20
HUACARETA,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
LA GUARDIA,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MACHARETI,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
MONTEAGUDO,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,1,0,1,0,1,1,1,2,4,6,1,3,0,3,1,7,10,22,32
PUERTO VILLARROEL,sospecha diagnostica,chikungunya,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
