,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
AIQUILE,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALTO BENI,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,0,0,1,0,1,5,6,11
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,1,1,2,1,10,13,25,21,15,19,14,13,17,29,10,11,4,5,9,13,107,126,233
BAURES,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,2,1,0,0,2,1,2,1,5,6,0,7,0,5,5,5,16,26,42
BELLA FLOR,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,2,1,1,0,3,1,3,1,1,0,5,0,15,3,18
BERMEJO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,1,1,1,1,4,6,11,8,5,7,22,28,6,14,12,15,7,9,69,89,158
BOLPEBRA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,4,3,7
BOYUIBE,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BUENA VISTA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,1,0,0,3,2,4,7,10,2,14,13,24,23,2,5,4,4,2,2,63,59,122
CABEZAS,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,1,0,0,1,1,0,8,3,1,2,2,3,8,3,1,1,0,0,0,13,22,35
CAMIRI,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,2,3,4,4,4,4,5,1,2,5,6,0,1,0,1,1,0,18,25,43
CAPINOTA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARANAVI,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,1,0,0,0,1,0,3,1,1,0,0,1,1,1,0,1,0,0,0,1,7,5,12
CARAPARI,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4,0,4
CARMEN RIVERO TORREZ,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,4,3,7
CHARAGUA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,2,1,2,1,4,0,2,1,1,6,2,2,0,0,0,1,13,12,25
CHIMORE,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,4,5
COBIJA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,2,2,5,0,11,9,6,14,9,8,7,7,24,25,12,10,3,5,1,4,80,84,164
COCHABAMBA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,2,1,4,3,2,1,1,1,6,7,2,1,2,0,5,2,24,16,40
COLPA BELGICA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,1,3,0,1,5,2,2,0,2,4,2,1,1,0,1,0,1,11,15,26
COMARAPA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,7
CONCEPCION,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,2,1,12,7,7,8,3,5,3,5,7,18,7,0,3,3,2,4,46,51,97
COROICO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COTOCA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,1,1,4,2,19,12,28,20,18,15,13,11,21,36,7,8,5,5,0,1,116,111,227
CUATRO CAÑADAS,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,7,4,2,4,8,7,7,4,9,24,2,4,1,1,5,2,41,50,91
EL ALTO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
EL PUENTE(STC),sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,1,0,13,10,9,14,19,20,16,19,28,40,12,9,15,9,10,9,123,130,253
EL TORNO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,1,2,0,17,9,12,17,12,17,9,12,30,21,6,12,5,9,7,8,100,106,206
ENTRE RIOS TRJ,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ENTRE RIOS CBBA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,1,1,2,1,3,2,0,1,7,5,3,1,1,0,1,0,18,11,29
EXALTACION,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,1,0,1,0,1,2,0,0,0,2,2,0,0,0,2,2,1,6,8,14
FERNANDEZ ALONSO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,2,0,0,1,6,7
FILADELFIA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
GENERAL SAAVEDRA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,1,2,2,4,3,3,3,3,1,2,7,1,0,0,0,0,1,15,18,33
GUANAY,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,3,5,8,1,6,4,1,1,2,6,2,4,1,1,5,5,28,27,55
GUAYARAMERIN,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,1,0,2,1,10,8,24,20,18,26,18,19,29,54,11,20,6,15,9,13,128,176,304
GUTIERREZ,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
HUACARAJE,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,1,0,4,1,1,7,3,4,1,1,8,3,4,3,0,1,0,3,22,23,45
HUACARETA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,3,6
HUACAYA (VILLA DE HUACAYA),sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
HUANUNI,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA ASUNTA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,1,0,0,0,1,0,1,0,4,3,0,4,0,2,1,1,8,10,18
LA GUARDIA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,2,5,6,31,32,68,45,53,48,31,37,94,154,24,29,14,18,10,14,330,385,715
LA PAZ,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,1,0,1,0,1,1,1,1,2,5,2,0,0,1,1,0,9,8,17
LAGUNILLAS,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,3,0,4,0,0,4,4,0,1,0,0,2,2,6,14,20
LORETO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,3,1,3,1,0,0,2,6,1,4,2,0,0,3,11,15,26
MACHARETI,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,3
MAGDALENA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,9,2,18,13,8,22,11,19,22,37,12,20,13,22,10,19,103,154,257
MAIRANA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,3,7,1,13,5,5,4,1,0,5,5,2,2,0,1,2,2,35,23,58
MAPIRI,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,4,2,7,3,3,1,0,2,13,14,6,4,2,6,3,2,38,34,72
MINEROS,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,1,0,0,1,2,2,2,2,0,0,1,2,2,0,0,0,0,2,1,9,9,18
MONTEAGUDO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,2,0,3,3,2,5,2,14,13,3,5,3,6,2,8,30,41,71
MONTERO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,2,2,6,2,21,24,48,51,44,36,18,24,36,67,8,16,4,14,7,14,194,250,444
NUEVO MANOA (NUEVA ESPERANZA),sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,4,5
OKINAWA,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,1,0,0,1,2,0,3,0,1,0,0,0,0,0,0,1,7,8
OMEREQUE,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
ORURO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
PAILON,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,1,0,1,5,4,3,3,1,1,2,5,9,3,5,0,0,2,3,20,28,48
PALOS BLANCOS,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,1,0,1,2,1,1,0,0,1,3,2,1,1,1,1,0,8,8,16
PAMPA GRANDE,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,1,3,2,1,1,1,0,0,0,1,0,0,1,1,1,1,6,8,14
PORONGO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,6,4,8,13,6,3,6,5,10,11,8,2,2,4,1,4,47,46,93
PORTACHUELO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,1,0,3,3,5,3,0,4,1,0,2,1,0,0,1,0,0,2,13,13,26
PORVENIR,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,4,3,7
PUERTO GONZALO MORENO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,1,1,0,0,0,0,2,5,1,0,0,0,1,0,5,6,11
PUERTO QUIJARRO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,2,1,0,1,2,2,3,0,0,0,0,0,7,4,11
PUERTO RICO,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PUERTO SILES,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,0,0,0,0,2,4,1,1,0,1,1,2,3,2,1,0,1,1,0,11,9,20
PUERTO SUAREZ,sospecha diagnostica,dengue sin signos de alarma,2023-01-01,0,1,1,0,3,4,9,7,2,1,2,2,11,15,2,4,0,5,1,4,31,43,74
