,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
COCHABAMBA,sospecha diagnostica,sindrome hemolitico uremico,2023-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,sospecha diagnostica,sindrome hemolitico uremico,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,3
EL TORNO,sospecha diagnostica,sindrome hemolitico uremico,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUANUNI,sospecha diagnostica,sindrome hemolitico uremico,2023-01-01,0,0,0,0,0,1,0,0,2,2,3,1,3,2,4,0,2,1,1,1,15,8,23
ORURO,sospecha diagnostica,sindrome hemolitico uremico,2023-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARA,sospecha diagnostica,sindrome hemolitico uremico,2023-01-01,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,3
TRIGAL,sospecha diagnostica,sindrome hemolitico uremico,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,4
EL ALTO,sospecha diagnostica,sindrome hemolitico uremico,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA PAZ,sospecha diagnostica,sindrome hemolitico uremico,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,sospecha diagnostica,sindrome hemolitico uremico,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
RIBERALTA,sospecha diagnostica,sindrome hemolitico uremico,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TRINIDAD,sospecha diagnostica,sindrome hemolitico uremico,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,2,2,2,1,5,9,14
LA PAZ,sospecha diagnostica,sindrome hemolitico uremico,2023-03-01,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
RIBERALTA,sospecha diagnostica,sindrome hemolitico uremico,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN JULIAN,sospecha diagnostica,sindrome hemolitico uremico,2023-03-01,0,0,0,0,3,7,2,2,3,3,4,2,8,14,0,0,1,2,1,1,22,31,53
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sindrome hemolitico uremico,2023-03-01,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,5,5,10
TRINIDAD,sospecha diagnostica,sindrome hemolitico uremico,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,6,3,9
UNCIA,sospecha diagnostica,sindrome hemolitico uremico,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YOCALLA,sospecha diagnostica,sindrome hemolitico uremico,2023-03-01,0,0,0,0,1,3,11,9,5,5,0,0,0,0,0,0,0,0,0,0,17,17,34
PUERTO SUAREZ,sospecha diagnostica,sindrome hemolitico uremico,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,0,12,2,14
RIBERALTA,sospecha diagnostica,sindrome hemolitico uremico,2023-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,sospecha diagnostica,sindrome hemolitico uremico,2023-05-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4
LA PAZ,sospecha diagnostica,sindrome hemolitico uremico,2023-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,sospecha diagnostica,sindrome hemolitico uremico,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TARATA,sospecha diagnostica,sindrome hemolitico uremico,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,sospecha diagnostica,sindrome hemolitico uremico,2023-06-01,0,0,0,0,0,0,0,0,0,0,1,2,10,13,5,7,8,13,19,23,43,58,101
CORQUE,sospecha diagnostica,sindrome hemolitico uremico,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MONTERO,sospecha diagnostica,sindrome hemolitico uremico,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,sindrome hemolitico uremico,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SUCRE,sospecha diagnostica,sindrome hemolitico uremico,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VINTO,sospecha diagnostica,sindrome hemolitico uremico,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,sindrome hemolitico uremico,2023-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
QUILLACOLLO,sospecha diagnostica,sindrome hemolitico uremico,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sindrome hemolitico uremico,2023-07-01,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,7,0,7
TOLATA,sospecha diagnostica,sindrome hemolitico uremico,2023-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,sospecha diagnostica,sindrome hemolitico uremico,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,2,0,6,4,10
VALLEGRANDE,sospecha diagnostica,sindrome hemolitico uremico,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
YOCALLA,sospecha diagnostica,sindrome hemolitico uremico,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,sospecha diagnostica,sindrome hemolitico uremico,2023-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MONTERO,sospecha diagnostica,sindrome hemolitico uremico,2023-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,sospecha diagnostica,sindrome hemolitico uremico,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SUCRE,sospecha diagnostica,sindrome hemolitico uremico,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOTORA(ORR),sospecha diagnostica,sindrome hemolitico uremico,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,sindrome hemolitico uremico,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ACHACACHI,sospecha diagnostica,sindrome hemolitico uremico,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CUEVO,sospecha diagnostica,sindrome hemolitico uremico,2023-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SAN JULIAN,sospecha diagnostica,sindrome hemolitico uremico,2023-10-01,0,0,0,0,1,3,0,2,0,0,1,0,3,3,1,0,0,1,0,1,6,10,16
ACHACACHI,sospecha diagnostica,sindrome hemolitico uremico,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
COTOCA,sospecha diagnostica,sindrome hemolitico uremico,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
ORURO,sospecha diagnostica,sindrome hemolitico uremico,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
QUILLACOLLO,sospecha diagnostica,sindrome hemolitico uremico,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,sospecha diagnostica,sindrome hemolitico uremico,2023-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TARIJA,sospecha diagnostica,sindrome hemolitico uremico,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHACACHI,sospecha diagnostica,sindrome hemolitico uremico,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,sospecha diagnostica,sindrome hemolitico uremico,2023-12-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GUAYARAMERIN,sospecha diagnostica,sindrome hemolitico uremico,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ORURO,sospecha diagnostica,sindrome hemolitico uremico,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,sindrome hemolitico uremico,2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
