,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACACIO,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,1,2,1,1,1,2,1,3,3,2,1,2,6,8,14,20,34
ACHACACHI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,4,2,7,3,190,24,70,33,6,13,3,13,14,18,294,106,400
ACHOCALLA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,1,0,0,1,5,6,3,8,5,18,46,6,13,11,7,14,12,64,92,156
AIQUILE,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,1,0,1,0,3,2,0,8,11,26,4,4,3,4,12,13,35,57,92
ALALAY,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,sospecha diagnostica,covid-19,2023-01-01,0,0,1,0,0,0,2,1,0,0,2,1,5,7,5,6,0,5,6,6,21,26,47
ALTO BENI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,1,0,0,0,3,0,1,6,13,13,4,5,1,3,3,3,26,30,56
ANCORAIMES,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,2,1,0,3,3,11,7,18
ANDAMARCA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ANTEQUERA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,1,0,1,0,1,4,15,1,1,2,1,1,2,8,22,30
ANZALDO,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,1,0,0,1,4,5,2,0,0,2,2,4,9,12,21
APOLO,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,1,0,2,1,5,6,11
ARANI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,2,5,3,8
ARBIETO,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,1,1,0,2,3,8,9,17
ARQUE,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,0,4,6,10
ASCENCION DE GUARAYOS,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,2,6
ATOCHA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,1,0,0,0,3,7,10
AUCAPATA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
AYATA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,0,1,4,6,10
AYO AYO,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,1,8,9,1,1,1,1,9,4,19,16,35
AYOPAYA (V. DE INDEPENDENCIA),sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,3,3,15,1,2,1,2,4,4,9,26,35
AZURDUY,sospecha diagnostica,covid-19,2023-01-01,0,0,1,0,0,0,0,0,2,2,1,4,6,18,2,5,7,7,8,16,27,52,79
BATALLAS,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,5,7,6,13
BAURES,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
BELEN DE ANDAMARCA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BELEN DE URMIRI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,1,6,2,8
BELLA FLOR,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,3,2,2,4,8,3,5,2,2,4,4,1,24,16,40
BERMEJO,sospecha diagnostica,covid-19,2023-01-01,0,1,2,1,1,4,1,2,5,2,1,6,19,54,8,16,12,9,16,17,65,112,177
BETANZOS,sospecha diagnostica,covid-19,2023-01-01,0,0,1,0,0,0,0,1,1,3,1,3,14,8,6,5,1,3,1,3,25,26,51
BOLIVAR,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
BOLPEBRA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,2,1,0,0,1,1,2,0,1,0,0,1,0,3,6,9
BOYUIBE,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,0,2,4,6
BUENA VISTA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CABEZAS,sospecha diagnostica,covid-19,2023-01-01,0,1,2,0,4,3,2,4,4,2,1,8,13,13,10,6,2,3,3,1,41,41,82
CAIROMA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
"CAIZA ""D""",sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,3,6,4,10
CAJUATA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,1,0,1,1,6,6,0,1,3,2,2,2,13,12,25
CALACOTO,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,2,3,6,6,11,17
CALAMARCA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,1,0,1,0,7,5,11,2,0,0,3,10,4,17,27,44
CAMARGO,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,1,0,3,6,6,4,11,35,4,16,5,7,14,15,44,83,127
CAMATAQUI (C. VILLA ABECIA),sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,1,5,9,8,14,22
CAMIRI,sospecha diagnostica,covid-19,2023-01-01,3,1,2,2,9,6,1,3,3,2,4,23,30,101,8,18,12,12,13,17,85,185,270
CAPINOTA,sospecha diagnostica,covid-19,2023-01-01,1,0,0,1,5,0,4,4,1,7,2,9,20,35,9,8,7,8,19,15,68,87,155
CAQUIAVIRI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,1,0,2,2,7,4,11
CARACOLLO,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,2,0,2,1,0,0,3,6,4,12,1,1,0,2,3,3,15,25,40
CARANAVI,sospecha diagnostica,covid-19,2023-01-01,6,0,2,1,5,7,11,2,13,13,85,20,57,149,22,21,18,14,34,21,253,248,501
CARANGAS,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0,2,5,7
CARAPARI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,3,6,0,4,4,4,7,10,25,4,7,4,7,5,10,37,63,100
CARIPUYO,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,3,6,4,10
CARMEN RIVERO TORREZ,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,0,0,1,4,3,7
CHACARILLA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,3,2,5
CHALLAPATA,sospecha diagnostica,covid-19,2023-01-01,1,0,0,1,1,3,2,2,0,2,9,15,15,74,6,24,3,11,17,17,54,149,203
CHAQUI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,9,8,3,2,0,3,4,11,17,24,41
CHARAGUA,sospecha diagnostica,covid-19,2023-01-01,1,2,2,2,3,2,1,1,2,3,5,6,10,30,2,4,1,6,5,8,32,64,96
CHAYANTA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,3,0,0,0,3,1,0,4,2,0,1,1,2,0,11,6,17
CHIMORE,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,3
CHIPAYA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,4,7
CHOQUE COTA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,2,0,1,4,3,0,0,0,2,0,5,4,13,17
CHUA COCANI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,covid-19,2023-01-01,1,0,0,0,1,0,4,3,3,5,7,4,10,24,7,10,4,4,11,9,48,59,107
CHUMA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,1,0,4,9,2,1,2,4,12,13,21,27,48
CHUQUIHUTA AYLLU JUCUMANI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,0,0,0,7,4,11
CKOCHAS,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,1,0,1,1,2,0,1,4,3,3,4,4,2,6,3,18,17,35
CLIZA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,0,0,2,2,4,7,1,2,0,1,1,6,8,18,26
COBIJA,sospecha diagnostica,covid-19,2023-01-01,2,5,4,4,36,12,27,27,22,28,35,27,126,182,54,61,39,46,62,74,407,466,873
COCAPATA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,1,0,0,1,1,0,1,1,1,1,7,2,0,1,0,2,2,8,13,21
COCHABAMBA,sospecha diagnostica,covid-19,2023-01-01,65,78,55,48,218,156,197,161,150,151,196,214,1310,2205,647,854,489,708,1106,1280,4433,5855,10288
COLCAPIRHUA,sospecha diagnostica,covid-19,2023-01-01,1,0,2,0,17,14,28,21,15,18,35,77,247,228,79,92,58,67,77,93,559,610,1169
"COLCHA ""K""",sospecha diagnostica,covid-19,2023-01-01,0,0,1,0,1,0,3,1,4,0,1,0,11,7,10,5,7,3,3,5,41,21,62
COLLANA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4,0,0,2,0,4,6,10
COLOMI,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,2,1,7,2,6,23,1,3,1,2,4,0,21,31,52
COLPA BELGICA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,3,0,2,2,3,5,0,3,7,10,3,3,2,1,1,2,21,26,47
COLQUECHACA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,3,3,6
COLQUENCHA,sospecha diagnostica,covid-19,2023-01-01,0,0,0,0,0,1,0,1,0,1,1,0,2,3,1,1,3,2,2,3,9,12,21
