,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,
AIQUILE,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,0,0,0,1,0,1,1
BETANZOS,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,0,0,1,0,1,0,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,3,1,0,0,3,1,4
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,1,0,1,0,2,0,2
EL TORNO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,1,0,0,0,1,0,1
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,5,3,3,0,8,3,11
SANTA CRUZ DE LA SIERRA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,2,3,0,0,2,3,5
SUCRE,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,1,1,0,0,1,1,2
TACOPAYA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,0,0,1,0,1,0,1
TARIJA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,1,0,0,0,1,0,1
UYUNI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,0,0,1,0,1,0,1
YAPACANI,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-01-01,0,0,0,1,0,1,1
CARIPUYO,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-02-01,0,0,1,0,1,0,1
COBIJA,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,2018-02-01,1,0,0,0,1,0,1
