,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,
CABEZAS,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
CAMIRI,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,0,2,0,2,0,2
CAPINOTA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,0,1,0,1,0,1
CARACOLLO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
CHALLAPATA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,1,0,0,1,1,1,2
CHARAGUA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,1,0,0,0,1,0,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,9,6,0,1,9,7,16
COLCAPIRHUA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,0,0,1,0,1,1
COMARAPA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
COROICO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,0,1,0,0,0,1,1
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,12,7,4,4,16,11,27
GUAYARAMERIN,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,1,0,0,0,1,0,1
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,4,5,5,1,9,6,15
MACHARETI,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2018-01-01,1,0,0,0,1,0,1
