,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAPACANI,tuberculosis y lepra,lepra paucibacilar*,2012-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
ENTRE RIOS TRJ,tuberculosis y lepra,lepra paucibacilar*,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2012-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COBIJA,tuberculosis y lepra,lepra paucibacilar*,2012-03-01,0,0,0,0,0,0,1,0,4,0,0,0,5,0,5
EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2012-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2012-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,lepra paucibacilar*,2012-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2012-04-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2012-05-01,0,0,0,0,0,0,1,1,2,1,0,0,3,2,5
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2012-05-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2012-06-01,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2012-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA ROSA,tuberculosis y lepra,lepra paucibacilar*,2012-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2012-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2012-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2012-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2012-08-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2012-08-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
