,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,tuberculosis y lepra,rafa (leves y moderadas),2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL ALTO,tuberculosis y lepra,rafa (leves y moderadas),2012-01-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
LA PAZ,tuberculosis y lepra,rafa (leves y moderadas),2012-01-01,0,0,0,0,0,0,1,0,4,2,1,1,6,3,9
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,rafa (leves y moderadas),2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BETANZOS,tuberculosis y lepra,rafa (leves y moderadas),2012-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,rafa (leves y moderadas),2012-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,tuberculosis y lepra,rafa (leves y moderadas),2012-02-01,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
EL ALTO,tuberculosis y lepra,rafa (leves y moderadas),2012-02-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
LA PAZ,tuberculosis y lepra,rafa (leves y moderadas),2012-02-01,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,rafa (leves y moderadas),2012-02-01,0,0,0,0,0,0,1,1,3,1,0,1,4,3,7
VILLAZON,tuberculosis y lepra,rafa (leves y moderadas),2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,rafa (leves y moderadas),2012-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
EL ALTO,tuberculosis y lepra,rafa (leves y moderadas),2012-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL PUENTE(TJA),tuberculosis y lepra,rafa (leves y moderadas),2012-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
LA GUARDIA,tuberculosis y lepra,rafa (leves y moderadas),2012-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
LA PAZ,tuberculosis y lepra,rafa (leves y moderadas),2012-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
OMEREQUE,tuberculosis y lepra,rafa (leves y moderadas),2012-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,tuberculosis y lepra,rafa (leves y moderadas),2012-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BENITO,tuberculosis y lepra,rafa (leves y moderadas),2012-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SANTA ANA,tuberculosis y lepra,rafa (leves y moderadas),2012-03-01,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
