,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
CARACOLLO,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARANAVI,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,1,4
ENTRE RIOS CBBA,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
MAIRANA,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
MONTERO,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN JAVIER(BNI),inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ANA,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,4
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,3,4
TRINIDAD,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
VINTO,inmunoprevenibles,hepatitis viral b o c*,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMARGO,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHIMORE,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,2,4,6
EUCALIPTUS,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
REYES,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTA ANA,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,3,3,6
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARIJA,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA MONTES,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
YACUIBA,inmunoprevenibles,hepatitis viral b o c*,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CARANAVI,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,3,0,0,3,5,8
COLCAPIRHUA,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
HUANUNI,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,2,4,6
MONTERO,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
ORURO,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,3,1,4
REYES,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,11
RIBERALTA,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,2,3,5
SACABA,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,1,0,0,0,0,2,0,1,4,7,0,0,0,0,2,0,7,10,17
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARIJA,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
TRINIDAD,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
WARNES,inmunoprevenibles,hepatitis viral b o c*,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHACACHI,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHIMORE,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,0,3,4,7
EL TORNO,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
MONTERO,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ORURO,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,3,4
PUERTO VILLARROEL,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA ANA,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,4,4,8
SIPE SIPE,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TARIJA,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TOMINA,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRINIDAD,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA MONTES,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
YACUIBA,inmunoprevenibles,hepatitis viral b o c*,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHIMORE,inmunoprevenibles,hepatitis viral b o c*,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),inmunoprevenibles,hepatitis viral b o c*,2021-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
