,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TRINIDAD,inmunoprevenibles,otras hepatitis virales,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,3,5
CARAPARI,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTERO,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
YACUIBA,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-04-01,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ORURO,inmunoprevenibles,otras hepatitis virales,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,3
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-04-01,0,0,0,0,3,1,8,3,0,2,0,0,0,0,1,1,0,0,0,0,12,7,19
VINTO,inmunoprevenibles,otras hepatitis virales,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,3
EL ALTO,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENTRE RIOS CBBA,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
HUANUNI,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,2,0,1,1,0,1,1,0,2,1,1,0,0,0,0,0,7,3,10
TIQUIPAYA,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3
ENTRE RIOS CBBA,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MONTERO,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4
ORURO,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
POTOSI,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
RIBERALTA,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,2,1,5,0,1,0,1,1,0,0,0,0,0,0,0,0,9,2,11
VILLA TUNARI,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHIMORE,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CLIZA,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3
LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,5,1,6
MACHARETI,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MONTERO,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,5,2,1,2,0,1,0,0,1,3,0,0,0,0,0,0,7,8,15
TOMINA,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA TUNARI,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COBIJA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,2,0,3,5,8
COLCAPIRHUA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
GUAYARAMERIN,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LA ASUNTA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
ORURO,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BUENA VENTURA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN MIGUEL DE VELASCO,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,1,0,4,1,0,1,1,0,1,0,0,0,1,0,0,0,8,2,10
SUCRE,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TEOPONTE,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TIQUIPAYA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,3,4
EL ALTO,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
LA ASUNTA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,2,4
MONTERO,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,8
RIBERALTA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,1,5,2,2,1,0,0,0,0,0,2,0,0,0,6,7,13
YACUIBA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CABEZAS,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHIMORE,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
ENTRE RIOS CBBA,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,0,0,3,4,7
SAN IGNACIO DE VELASCO,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
