,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
AYOPAYA (V. DE INDEPENDENCIA),inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMARGO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,6,2,8
COLCAPIRHUA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
COROICO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CUEVO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL PUENTE(TJA),inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL VILLAR,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA PAZ,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,2,4,6
MACHARETI,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MIZQUE,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MONTERO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
ORURO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
POTOSI,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,1,7,8
PUERTO GONZALO MORENO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUNATA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
QUILLACOLLO,inmunoprevenibles,parotiditis,2021-01-01,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3
RAQAYPAMPA(ETA),inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
RIBERALTA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SACABA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(TJA),inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN LUCAS,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ANA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,5
SUCRE,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,3,4,7
TACOPAYA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
TARABUCO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TARIJA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TIQUIPAYA,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOCO,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLA TUNARI,inmunoprevenibles,parotiditis,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ACHOCALLA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CAJUATA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHALLAPATA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COBIJA,inmunoprevenibles,parotiditis,2021-02-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COCHABAMBA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,6
"COLCHA ""K""",inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COTAGAITA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EL VILLAR,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
ENTRE RIOS TRJ,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FILADELFIA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
LA GUARDIA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0,0,0,0,0,0,1,7,8
MIZQUE,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3
PADCAYA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PORCO,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,5
PUNATA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
QUILLACOLLO,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
RIBERALTA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,3,4
RURRENABAQUE,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SACABA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN LUCAS,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,2,5,7
SHINAOTA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SIPE SIPE,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SUCRE,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,3,5
TOMINA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOTORA(CBBA),inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UMALA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA TUNARI,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
YACUIBA,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
ZUDAÑEZ,inmunoprevenibles,parotiditis,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
