municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2007-02-01,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0
REYES,tuberculosis y lepra,lepra paucibacilar*,2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,3.0,7.0,10.0
RURRENABAQUE,tuberculosis y lepra,lepra paucibacilar*,2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,3.0,6.0,9.0
SAN BORJA,tuberculosis y lepra,lepra paucibacilar*,2007-03-01,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,1.0,1.0,2.0,11.0,13.0
SANTA ROSA,tuberculosis y lepra,lepra paucibacilar*,2007-03-01,0.0,0.0,0.0,0.0,1.0,4.0,3.0,7.0,0.0,1.0,4.0,12.0,16.0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
RIBERALTA,tuberculosis y lepra,lepra paucibacilar*,2007-04-01,0.0,0.0,0.0,0.0,2.0,5.0,5.0,12.0,1.0,2.0,8.0,19.0,27.0
SAN LORENZO(TJA),tuberculosis y lepra,lepra paucibacilar*,2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2007-04-01,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,6.0,3.0,9.0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,4.0
RIBERALTA,tuberculosis y lepra,lepra paucibacilar*,2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA ANA,tuberculosis y lepra,lepra paucibacilar*,2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
YACUIBA,tuberculosis y lepra,lepra paucibacilar*,2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
COBIJA,tuberculosis y lepra,lepra paucibacilar*,2007-08-01,0.0,0.0,0.0,2.0,2.0,5.0,11.0,15.0,1.0,0.0,14.0,22.0,36.0
GUAYARAMERIN,tuberculosis y lepra,lepra paucibacilar*,2007-08-01,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0
PORVENIR,tuberculosis y lepra,lepra paucibacilar*,2007-08-01,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,6.0,5.0,11.0
PUERTO GONZALO MORENO,tuberculosis y lepra,lepra paucibacilar*,2007-08-01,0.0,0.0,0.0,0.0,4.0,6.0,4.0,6.0,0.0,0.0,8.0,12.0,20.0
PUERTO RICO,tuberculosis y lepra,lepra paucibacilar*,2007-08-01,0.0,0.0,0.0,0.0,2.0,0.0,1.0,11.0,1.0,1.0,4.0,12.0,16.0
RIBERALTA,tuberculosis y lepra,lepra paucibacilar*,2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
SAN LORENZO(PND),tuberculosis y lepra,lepra paucibacilar*,2007-08-01,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,0.0,2.0,9.0,11.0
SENA,tuberculosis y lepra,lepra paucibacilar*,2007-08-01,0.0,0.0,0.0,0.0,2.0,6.0,3.0,6.0,1.0,1.0,6.0,13.0,19.0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2007-08-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,lepra paucibacilar*,2007-08-01,0.0,0.0,2.0,2.0,2.0,6.0,3.0,7.0,1.0,1.0,8.0,16.0,24.0
REYES,tuberculosis y lepra,lepra paucibacilar*,2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0
REYES,tuberculosis y lepra,lepra paucibacilar*,2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
RIBERALTA,tuberculosis y lepra,lepra paucibacilar*,2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA ANA,tuberculosis y lepra,lepra paucibacilar*,2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
TARIJA,tuberculosis y lepra,lepra paucibacilar*,2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
