municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,5,1,1,0,6,1,7
CARANAVI,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,1,0,0,1,1,2
CHALLAPATA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,4,9,0,2,4,11,15
COLCAPIRHUA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
EL ALTO,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,1,12,7,1,0,13,8,21
FERNANDEZ ALONSO,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
GUANAY,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,2,1,0,0,2,1,3
HUANUNI,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
LA GUARDIA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,1,12,12,0,1,12,14,26
LLALLAGUA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
LURIBAY,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,0,0,1,0,1,1
MONTERO,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
ORURO,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,3,1,0,2,3,5
PAMPA GRANDE,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
PUNATA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,0,0,1,0,1,1
QUILLACOLLO,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,2,0,0,1,2,3
QUIME,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
RIBERALTA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
RURRENABAQUE,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SACABA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN BORJA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,1,0,5,0,2,0,8,8
SAN JULIAN,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,1,0,0,1,1,2
SAN RAFAEL,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,1,0,6,5,1,0,8,5,13
SIPE SIPE,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,2,2,0,0,2,2,4
SORATA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SUCRE,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,5,2,0,1,5,3,8
TIQUIPAYA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TIRAQUE (CBBA),tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TOTORA(CBBA),tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
TRINIDAD,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,2,1,0,0,2,1,3
TUPIZA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VACAS,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,0,1,1,1,1,2
VILLA TUNARI,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,0,0,1,1,1,1,2
VINTO,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
WARNES,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
YACUIBA,tuberculosis y lepra,enfermos curados,2007-01-01,0,0,0,0,1,0,5,4,0,1,6,5,11
AIQUILE,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,3,1,0,0,3,1,4
BUENA VISTA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CAIROMA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CARANAVI,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,5,1,1,0,6,1,7
CHALLAPATA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,0,0,1,0,1,1
COBIJA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,7,3,1,1,8,4,12
COMARAPA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CORIPATA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,1,0,2,0,3,3
COROICO,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,8,12,2,0,10,12,22
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,0,0,1,0,1,1
LA PAZ,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,10,8,0,0,10,8,18
LURIBAY,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ORURO,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,2,3,0,0,1,3,3,6
PALOS BLANCOS,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,1,1,0,0,0,1,1,2
QUILLACOLLO,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,1,0,0,1,1,2
QUIME,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
RIBERALTA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,3,2,0,0,3,2,5
SACABA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BORJA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,1,0,8,4,0,1,9,5,14
SORATA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SUCRE,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,1,0,0,2,1,1,0,1,2,4,6
TIRAQUE (CBBA),tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,1,0,0,1,0,0,0,1,1,2
TRINIDAD,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VACAS,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA TUNARI,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,1,0,2,0,0,0,3,0,3
VINTO,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
WARNES,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
YACUIBA,tuberculosis y lepra,enfermos curados,2007-02-01,0,0,0,0,0,0,1,2,0,0,1,2,3
ACHACACHI,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
AIQUILE,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,0,0,1,0,1,1
APOLO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,0,1,0,1,0,1
BELEN DE ANDAMARCA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,0,0,1,0,1,1
BERMEJO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,3,0,0,1,3,4
CAIROMA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,1,0,0,1,1,2
CARACOLLO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CARANAVI,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,3,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,4,0,1,0,5,0,5
COBIJA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,1,9,4,4,2,13,7,20
COLCAPIRHUA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,1,0,0,1,1,2
COPACABANA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CORIPATA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,2,0,2,0,4,0,4
EL ALTO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,1,0,7,5,0,0,8,5,13
ENTRE RIOS,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
GUANAY,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,0,2,0,2,0,2
JESUS DE MACHACA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,0,1,0,1,0,1
LA PAZ,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,6,7,1,0,7,7,14
MAPIRI,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MINEROS,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,1,1,0,0,0,1,1,2
MONTERO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,4,5,1,0,5,5,10
POCONA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,1,0,2,2
POROMA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO CARABUCO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PUNA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
QUILLACOLLO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,2,1,1,2,3,5
RIBERALTA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
RURRENABAQUE,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,1,0,0,0,0,0,1,1,2,1,3
SAN BORJA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,2,1,0,2,2,3,5
SAN PEDRO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,1,0,6,3,0,0,7,3,10
SIPE SIPE,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,1,0,0,1,1,2
SUCRE,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,1,3,1,4,2,6
TARIJA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,2,0,0,0,2,0,2
TIPUANI,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TIQUIPAYA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TIRAQUE (CBBA),tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TOLATA,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TOTORA(CBBA),tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TRINIDAD,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VACAS,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA TUNARI,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,1,0,0,0,1,0,0,0,2,2
VINTO,tuberculosis y lepra,enfermos curados,2007-03-01,0,0,0,0,0,0,1,1,0,0,1,1,2
