municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
COCHABAMBA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-02-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CHARAGUA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-03-01,5.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,15.0
OKINAWA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-03-01,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0
SAN JULIAN,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-03-01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
EL PUENTE(TJA),tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-06-01,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
GUTIERREZ,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-06-01,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0
POTOSI,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CHARAGUA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-07-01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-07-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
LA PAZ,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
TUPIZA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-08-01,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0
COCHABAMBA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
YACUIBA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-09-01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
ATOCHA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-10-01,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0
MINEROS,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-10-01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
RURRENABAQUE,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-11-01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
BUENA VISTA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-12-01,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0
COTAGAITA,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-12-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
MONTERO,tuberculosis y lepra, meningitis tb en menores de 5 anos,2007-12-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
