municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACHACACHI,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,9,7,4,2,13,9,22
ACHOCALLA,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
AIQUILE,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,1,8,10,3,6,11,17,28
ALALAY,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
ALCALA,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,1,2,0,0,1,2,3
ANCORAIMES,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,1,1,3,0,4,1,5
ANZALDO,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
APOLO,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,1,0,0,0,4,1,1,0,6,1,7
ARAMPAMPA,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
ARANI,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,1,0,1,0,2,1,4,1,5
ARBIETO,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,4,3,1,0,5,3,8
ARQUE,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,1,1,0,0,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,1,2,1,5,6,1,0,8,8,16
ATOCHA,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,5,4,5,2,10,6,16
AUCAPATA,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,1,0,2,0,3,0,3
AYATA,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,2,1,1,2,3,3,6
AYO AYO,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,2,1,1,0,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,1,0,1,0,2,0,2
AZURDUY,tuberculosis y lepra,sintomatico respiratorio,2007-01-01,0,0,0,0,0,0,0,1,0,2,0,3,3
