municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
BATALLAS,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMIRI,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CARANAVI,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
COBIJA,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
COCHABAMBA,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,8,3,3,2,11,5,16
COLCAPIRHUA,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,1,1,0,0,1,1,2
COROICO,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
EL ALTO,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,1,0,0,0,0,1,6,2,1,0,8,3,11
IXIAMAS,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,1,0,1,25,14,1,1,26,17,43
LURIBAY,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,1,0,0,0,2,0,0,1,3,1,4
PUERTO CARABUCO,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
QUILLACOLLO,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,1,0,0,1,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,3,2,0,0,3,2,5
SORATA,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,1,2,0,0,1,2,3
TARIJA,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,1,0,2,2,0,0,3,2,5
TIQUIPAYA,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
UYUNI,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,0,0,0,1,0,1,1
VILLA MONTES,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLAZON,tuberculosis y lepra,tuberculosis extrapulmonar,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
