,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHACACHI,otras infecciones,neumonia,2015-01-01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,4
ACHOCALLA,otras infecciones,neumonia,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AIQUILE,otras infecciones,neumonia,2015-01-01,1,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,3,0,7,3,10
ALALAY,otras infecciones,neumonia,2015-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALCALA,otras infecciones,neumonia,2015-01-01,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,6
ANZALDO,otras infecciones,neumonia,2015-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5
APOLO,otras infecciones,neumonia,2015-01-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,6
ARANI,otras infecciones,neumonia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,3
ARQUE,otras infecciones,neumonia,2015-01-01,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
ASCENCION DE GUARAYOS,otras infecciones,neumonia,2015-01-01,3,0,2,1,4,4,1,1,0,0,0,0,2,0,0,0,2,1,0,0,14,7,21
AUCAPATA,otras infecciones,neumonia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,neumonia,2015-01-01,4,3,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,6,15
BATALLAS,otras infecciones,neumonia,2015-01-01,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,7
BAURES,otras infecciones,neumonia,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELEN DE ANDAMARCA,otras infecciones,neumonia,2015-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,otras infecciones,neumonia,2015-01-01,0,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
BERMEJO,otras infecciones,neumonia,2015-01-01,0,0,0,1,0,2,0,0,0,0,1,2,2,5,1,0,1,1,0,2,5,13,18
BETANZOS,otras infecciones,neumonia,2015-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,2,8
BOLIVAR,otras infecciones,neumonia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
BOLPEBRA,otras infecciones,neumonia,2015-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BOYUIBE,otras infecciones,neumonia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BUENA VISTA,otras infecciones,neumonia,2015-01-01,0,0,3,1,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,9,4,13
CABEZAS,otras infecciones,neumonia,2015-01-01,3,0,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
CAIROMA,otras infecciones,neumonia,2015-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
