,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,enfermedad diarreica aguda,2015-01-01,0,2,4,2,10,16,0,1,0,0,0,1,2,0,0,1,1,1,3,3,20,27,47
ACHACACHI,otras infecciones,enfermedad diarreica aguda,2015-01-01,13,3,8,9,20,13,0,0,0,0,0,0,1,3,0,0,0,0,3,1,45,29,74
ACHOCALLA,otras infecciones,enfermedad diarreica aguda,2015-01-01,1,0,6,2,21,14,5,1,0,1,0,0,1,2,0,0,0,0,2,2,36,22,58
AIQUILE,otras infecciones,enfermedad diarreica aguda,2015-01-01,8,5,16,11,40,39,4,1,2,3,2,0,6,10,1,3,3,0,5,10,87,82,169
ALALAY,otras infecciones,enfermedad diarreica aguda,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
ALCALA,otras infecciones,enfermedad diarreica aguda,2015-01-01,3,3,5,2,18,13,2,1,1,0,0,2,0,1,1,1,1,2,1,6,32,31,63
ALTO BENI,otras infecciones,enfermedad diarreica aguda,2015-01-01,2,4,8,4,17,19,0,0,0,1,0,1,0,1,0,0,2,1,3,4,32,35,67
ANCORAIMES,otras infecciones,enfermedad diarreica aguda,2015-01-01,5,0,1,0,4,2,1,0,0,0,0,0,0,2,0,0,0,0,2,3,13,7,20
ANDAMARCA,otras infecciones,enfermedad diarreica aguda,2015-01-01,1,2,5,1,8,5,1,2,3,0,2,1,2,4,0,2,2,0,5,7,29,24,53
ANTEQUERA,otras infecciones,enfermedad diarreica aguda,2015-01-01,1,0,4,0,8,6,1,0,1,0,0,0,1,0,0,0,0,0,1,3,17,9,26
ANZALDO,otras infecciones,enfermedad diarreica aguda,2015-01-01,0,4,1,3,10,7,0,1,0,0,0,1,0,1,1,2,1,0,2,1,15,20,35
APOLO,otras infecciones,enfermedad diarreica aguda,2015-01-01,4,3,12,5,19,16,0,0,0,1,0,1,2,1,1,0,0,1,5,1,43,29,72
ARAMPAMPA,otras infecciones,enfermedad diarreica aguda,2015-01-01,0,0,3,2,3,6,0,0,0,0,0,0,0,1,0,0,0,0,2,1,8,10,18
ARANI,otras infecciones,enfermedad diarreica aguda,2015-01-01,1,0,3,5,23,6,0,0,1,0,0,0,0,3,0,0,0,1,0,2,28,17,45
ARBIETO,otras infecciones,enfermedad diarreica aguda,2015-01-01,7,5,13,7,47,44,1,0,0,1,1,1,1,3,0,0,0,1,10,2,80,64,144
ARQUE,otras infecciones,enfermedad diarreica aguda,2015-01-01,5,2,11,9,43,31,1,0,1,1,3,6,2,5,0,0,0,1,3,5,69,60,129
ASCENCION DE GUARAYOS,otras infecciones,enfermedad diarreica aguda,2015-01-01,10,9,28,14,46,36,2,1,2,0,0,0,1,1,0,0,1,5,7,3,97,69,166
ATOCHA,otras infecciones,enfermedad diarreica aguda,2015-01-01,4,5,4,13,33,19,6,3,4,6,0,2,13,14,11,3,0,8,2,7,77,80,157
AUCAPATA,otras infecciones,enfermedad diarreica aguda,2015-01-01,1,0,2,2,5,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,11,5,16
AYATA,otras infecciones,enfermedad diarreica aguda,2015-01-01,1,0,6,6,12,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,11,31
AYO AYO,otras infecciones,enfermedad diarreica aguda,2015-01-01,3,2,1,0,8,3,0,1,0,2,0,1,0,1,0,0,1,0,0,1,13,11,24
