,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BAURES,inmunoprevenibles,hepatitis viral,2010-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
CHARAGUA,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,hepatitis viral,2010-01-01,1,0,10,11,15,12,5,10,6,3,0,0,37,36,73
COLCAPIRHUA,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,2,0,0,0,1,0,0,0,0,0,3,0,3
COLPA BELGICA,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLQUIRI,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTOCA,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,0,0,1,0,0,1,2,0,0,1,3,4
EL ALTO,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,4,1,7,6,2,2,0,1,0,0,13,10,23
EL PUENTE(STC),inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL TORNO,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,1,1,0,1,0,0,0,0,0,0,1,2,3
ENTRE RIOS TRJ,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
GUAYARAMERIN,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
HUARACAJE,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,1,4,1,0,0,0,0,0,0,4,2,6
IRUPANA (VILLA DE LANZA),inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
LA GUARDIA,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
LA PAZ,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,4,5,7,5,8,3,4,0,0,0,23,13,36
LLALLAGUA,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,1,2,0,0,0,0,0,0,0,0,1,2,3
MAGDALENA,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
MOJOCOYA,inmunoprevenibles,hepatitis viral,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
