,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ASCENCION DE GUARAYOS,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
BERMEJO,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CARANAVI,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
COBIJA,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,1,0,8,0,50,0,1,0,60,0,60
COLCAPIRHUA,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
CORO CORO,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COROICO,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
CULPINA,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EL ALTO,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,2,0,60,0,0,0,62,0,62
ENTRE RIOS,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ENTRE RIOS,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
FILADELFIA,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
GUAYARAMERIN,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
INQUISIVI,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,1,0,6,0,0,0,7,0,7
LA PAZ,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,6,0,31,0,4,0,41,0,41
MACHARETI,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MINEROS,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MOJINETE,infec. de transmision sexual,flujo uretral (uretritis),2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
