,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
EL ALTO,mortalidad materna,muerte materna notificada,2020-01-01,3,0,3
LLALLAGUA,mortalidad materna,muerte materna notificada,2020-01-01,0,1,1
MOROCHATA,mortalidad materna,muerte materna notificada,2020-01-01,0,1,1
ORURO,mortalidad materna,muerte materna notificada,2020-01-01,1,0,1
QUILLACOLLO,mortalidad materna,muerte materna notificada,2020-01-01,0,1,1
SAMAIPATA,mortalidad materna,muerte materna notificada,2020-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-01-01,3,0,3
YACUIBA,mortalidad materna,muerte materna notificada,2020-01-01,1,0,1
CHAYANTA,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2020-02-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2020-02-01,1,0,1
POROMA,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
RIBERALTA,mortalidad materna,muerte materna notificada,2020-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-02-01,4,0,4
SAPAHAQUI,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
SUCRE,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
VILLA CHARCAS,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
CKOCHAS,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
COPACABANA,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2020-03-01,3,0,3
POCOATA,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-03-01,3,0,3
VILLA TUNARI,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
BOLIVAR,mortalidad materna,muerte materna notificada,2020-04-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2020-04-01,2,0,2
GUAYARAMERIN,mortalidad materna,muerte materna notificada,2020-04-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2020-04-01,1,0,1
ORURO,mortalidad materna,muerte materna notificada,2020-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-04-01,3,0,3
SANTA ROSA DEL SARA,mortalidad materna,muerte materna notificada,2020-04-01,0,1,1
VILA VILA,mortalidad materna,muerte materna notificada,2020-04-01,0,1,1
APOLO,mortalidad materna,muerte materna notificada,2020-05-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2020-05-01,2,0,2
EL ALTO,mortalidad materna,muerte materna notificada,2020-05-01,0,1,1
HUANUNI,mortalidad materna,muerte materna notificada,2020-05-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2020-05-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2020-05-01,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2020-05-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna notificada,2020-05-01,1,0,1
COBIJA,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
MONTEAGUDO,mortalidad materna,muerte materna notificada,2020-06-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
TUPIZA,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
VILLA TUNARI,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
COBIJA,mortalidad materna,muerte materna notificada,2020-07-01,2,0,2
COLCAPIRHUA,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2020-07-01,1,1,2
LA PAZ,mortalidad materna,muerte materna notificada,2020-07-01,3,0,3
ORURO,mortalidad materna,muerte materna notificada,2020-07-01,1,1,2
RAQAYPAMPA(ETA),mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
ROBORE,mortalidad materna,muerte materna notificada,2020-07-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
SAN LUCAS,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
SAN PEDRO(PND),mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-07-01,2,0,2
SIPE SIPE,mortalidad materna,muerte materna notificada,2020-07-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2020-07-01,1,1,2
TAHUA,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
TOMINA,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
COROICO,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2020-08-01,4,1,5
LA PAZ,mortalidad materna,muerte materna notificada,2020-08-01,2,0,2
ORURO,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
PELECHUCO,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
POCONA,mortalidad materna,muerte materna notificada,2020-08-01,0,1,1
POTOSI,mortalidad materna,muerte materna notificada,2020-08-01,2,0,2
SACABA,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
SAN PABLO DE LIPEZ,mortalidad materna,muerte materna notificada,2020-08-01,0,1,1
TARIJA,mortalidad materna,muerte materna notificada,2020-08-01,1,1,2
VILLA TUNARI,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2020-09-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2020-09-01,2,0,2
HUMANATA,mortalidad materna,muerte materna notificada,2020-09-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2020-09-01,1,0,1
LLALLAGUA,mortalidad materna,muerte materna notificada,2020-09-01,0,1,1
ORURO,mortalidad materna,muerte materna notificada,2020-09-01,1,1,2
PATACAMAYA,mortalidad materna,muerte materna notificada,2020-09-01,0,1,1
RIBERALTA,mortalidad materna,muerte materna notificada,2020-09-01,0,1,1
SAPAHAQUI,mortalidad materna,muerte materna notificada,2020-09-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna notificada,2020-09-01,1,0,1
VILLAZON,mortalidad materna,muerte materna notificada,2020-09-01,1,0,1
YACUIBA,mortalidad materna,muerte materna notificada,2020-09-01,1,0,1
CAMIRI,mortalidad materna,muerte materna notificada,2020-10-01,1,1,2
COCHABAMBA,mortalidad materna,muerte materna notificada,2020-10-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2020-10-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2020-10-01,0,1,1
SUCRE,mortalidad materna,muerte materna notificada,2020-10-01,2,0,2
TIRAQUE (CBBA),mortalidad materna,muerte materna notificada,2020-10-01,0,1,1
TORO TORO,mortalidad materna,muerte materna notificada,2020-10-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2020-11-01,2,0,2
CURVA,mortalidad materna,muerte materna notificada,2020-11-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2020-11-01,2,1,3
LA PAZ,mortalidad materna,muerte materna notificada,2020-11-01,1,0,1
ORURO,mortalidad materna,muerte materna notificada,2020-11-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2020-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-11-01,1,0,1
TIPUANI,mortalidad materna,muerte materna notificada,2020-11-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna notificada,2020-11-01,1,0,1
VILLA TUNARI,mortalidad materna,muerte materna notificada,2020-11-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),mortalidad materna,muerte materna notificada,2020-12-01,0,1,1
CARACOLLO,mortalidad materna,muerte materna notificada,2020-12-01,0,1,1
COBIJA,mortalidad materna,muerte materna notificada,2020-12-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2020-12-01,1,0,1
COLQUECHACA,mortalidad materna,muerte materna notificada,2020-12-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2020-12-01,1,1,2
LA ASUNTA,mortalidad materna,muerte materna notificada,2020-12-01,1,0,1
LICOMA PAMPA,mortalidad materna,muerte materna notificada,2020-12-01,0,1,1
OCURI,mortalidad materna,muerte materna notificada,2020-12-01,0,1,1
ORURO,mortalidad materna,muerte materna notificada,2020-12-01,2,0,2
SUCRE,mortalidad materna,muerte materna notificada,2020-12-01,0,1,1
TAPACARI,mortalidad materna,muerte materna notificada,2020-12-01,0,1,1
