,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
MOROCHATA,mortalidad materna,muerte materna confirmada,2020-01-01,0.0,1.0,1.0
CKOCHAS,mortalidad materna,muerte materna confirmada,2020-03-01,0.0,1.0,1.0
SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna confirmada,2020-03-01,0.0,1.0,1.0
BOLIVAR,mortalidad materna,muerte materna confirmada,2020-04-01,0.0,1.0,1.0
VILA VILA,mortalidad materna,muerte materna confirmada,2020-04-01,0.0,1.0,1.0
SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna confirmada,2020-05-01,0.0,1.0,1.0
CHARAGUA,mortalidad materna,muerte materna confirmada,2020-06-01,1.0,0.0,1.0
CHIPAYA,mortalidad materna,muerte materna confirmada,2020-07-01,0.0,1.0,1.0
COLCAPIRHUA,mortalidad materna,muerte materna confirmada,2020-07-01,0.0,1.0,1.0
RAQAYPAMPA(ETA),mortalidad materna,muerte materna confirmada,2020-07-01,0.0,1.0,1.0
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna confirmada,2020-07-01,0.0,1.0,1.0
SIPE SIPE,mortalidad materna,muerte materna confirmada,2020-07-01,1.0,0.0,1.0
POCONA,mortalidad materna,muerte materna confirmada,2020-08-01,0.0,1.0,1.0
PRESTO,mortalidad materna,muerte materna confirmada,2020-08-01,1.0,0.0,1.0
CARACOLLO,mortalidad materna,muerte materna confirmada,2020-10-01,0.0,1.0,1.0
CARACOLLO,mortalidad materna,muerte materna confirmada,2020-12-01,0.0,1.0,1.0
CURVA,mortalidad materna,muerte materna confirmada,2020-12-01,0.0,1.0,1.0
PELECHUCO,mortalidad materna,muerte materna confirmada,2020-12-01,1.0,0.0,1.0
TAPACARI,mortalidad materna,muerte materna confirmada,2020-12-01,0.0,1.0,1.0
