municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
CHARAGUA,mortalidad institucional,muerte materna,2005-01-01,0,1,0,0,0,1,1
CHAYANTA,mortalidad institucional,muerte materna,2005-01-01,0,0,0,2,0,2,2
LA PAZ,mortalidad institucional,muerte materna,2005-01-01,0,1,0,0,0,1,1
PADILLA,mortalidad institucional,muerte materna,2005-01-01,0,1,0,0,0,1,1
PUERTO ACOSTA,mortalidad institucional,muerte materna,2005-01-01,0,0,0,2,0,2,2
SAN PEDRO,mortalidad institucional,muerte materna,2005-01-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad institucional,muerte materna,2005-01-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2005-01-01,0,2,0,0,0,2,2
TAPACARI,mortalidad institucional,muerte materna,2005-01-01,0,1,0,0,0,1,1
TARABUCO,mortalidad institucional,muerte materna,2005-01-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad institucional,muerte materna,2005-01-01,0,0,0,1,0,1,1
YOTALA,mortalidad institucional,muerte materna,2005-01-01,0,0,0,1,0,1,1
ATOCHA,mortalidad institucional,muerte materna,2005-02-01,0,1,0,0,0,1,1
BERMEJO,mortalidad institucional,muerte materna,2005-02-01,0,1,0,0,0,1,1
BETANZOS,mortalidad institucional,muerte materna,2005-02-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte materna,2005-02-01,0,1,0,0,0,1,1
CHARAGUA,mortalidad institucional,muerte materna,2005-02-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2005-02-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2005-02-01,0,2,0,0,0,2,2
ORURO,mortalidad institucional,muerte materna,2005-02-01,0,2,0,0,0,2,2
POROMA,mortalidad institucional,muerte materna,2005-02-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte materna,2005-02-01,0,1,0,0,0,1,1
PUERTO CARABUCO,mortalidad institucional,muerte materna,2005-02-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad institucional,muerte materna,2005-02-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2005-02-01,0,1,0,0,0,1,1
TUPIZA,mortalidad institucional,muerte materna,2005-02-01,0,0,0,1,0,1,1
COBIJA,mortalidad institucional,muerte materna,2005-03-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2005-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2005-03-01,0,1,0,0,0,1,1
MIZQUE,mortalidad institucional,muerte materna,2005-03-01,0,0,0,1,0,1,1
MOCOMOCO,mortalidad institucional,muerte materna,2005-03-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte materna,2005-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte materna,2005-03-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,mortalidad institucional,muerte materna,2005-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2005-03-01,0,1,0,0,0,1,1
TARIJA,mortalidad institucional,muerte materna,2005-03-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad institucional,muerte materna,2005-03-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad institucional,muerte materna,2005-03-01,0,1,0,0,0,1,1
VILLA MONTES,mortalidad institucional,muerte materna,2005-03-01,0,1,0,0,0,1,1
YAMPARAEZ,mortalidad institucional,muerte materna,2005-03-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,mortalidad institucional,muerte materna,2005-04-01,0,1,0,0,0,1,1
BETANZOS,mortalidad institucional,muerte materna,2005-04-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte materna,2005-04-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2005-04-01,0,2,0,0,0,2,2
COROICO,mortalidad institucional,muerte materna,2005-04-01,0,1,0,0,0,1,1
HUANUNI,mortalidad institucional,muerte materna,2005-04-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2005-04-01,0,1,0,0,0,1,1
OCURI,mortalidad institucional,muerte materna,2005-04-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte materna,2005-04-01,0,1,0,0,0,1,1
PUERTO PEREZ,mortalidad institucional,muerte materna,2005-04-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),mortalidad institucional,muerte materna,2005-04-01,0,0,0,1,0,1,1
SAN LUCAS,mortalidad institucional,muerte materna,2005-04-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad institucional,muerte materna,2005-04-01,0,0,0,1,0,1,1
TOMAVE,mortalidad institucional,muerte materna,2005-04-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad institucional,muerte materna,2005-04-01,0,2,0,0,0,2,2
CARANAVI,mortalidad institucional,muerte materna,2005-05-01,0,1,0,0,0,1,1
CHAYANTA,mortalidad institucional,muerte materna,2005-05-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2005-05-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,mortalidad institucional,muerte materna,2005-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2005-05-01,0,3,0,0,0,3,3
POROMA,mortalidad institucional,muerte materna,2005-05-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte materna,2005-05-01,0,1,0,0,0,1,1
PUCARANI,mortalidad institucional,muerte materna,2005-05-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte materna,2005-05-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte materna,2005-05-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),mortalidad institucional,muerte materna,2005-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2005-05-01,0,2,0,0,0,2,2
TARABUCO,mortalidad institucional,muerte materna,2005-05-01,0,0,0,1,0,1,1
