municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
GUTIERREZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-01-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-01-01,3,1,0,0,3,1,4
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-01-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-01-01,1,0,0,0,1,0,1
SACACA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-01-01,0,0,1,0,1,0,1
SAN JULIAN,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-01-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-02-01,1,0,0,0,1,0,1
INCAHUASI,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-02-01,0,0,0,2,0,2,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-02-01,2,0,0,0,2,0,2
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-02-01,0,1,0,0,0,1,1
SANTA ANA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-02-01,0,1,0,0,0,1,1
YAPACANI,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-02-01,0,0,0,2,0,2,2
COLCAPIRHUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-03-01,1,0,0,0,1,0,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-03-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-03-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-03-01,1,0,0,0,1,0,1
TARIJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-03-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-03-01,1,0,0,0,1,0,1
"CAIZA ""D""",mortalidad institucional,muerte menor de 5 anos por neumonia,2005-04-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-04-01,0,1,0,0,0,1,1
COLOMI,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-04-01,0,0,1,0,1,0,1
GUANAY,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-04-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-04-01,0,1,1,0,1,1,2
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-04-01,1,0,0,0,1,0,1
PUNATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-04-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-04-01,0,0,1,0,1,0,1
"COLCHA ""K""",mortalidad institucional,muerte menor de 5 anos por neumonia,2005-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2005-05-01,1,0,0,0,1,0,1
