municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
BETANZOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,0,0,1,0,1,0,1
CHIPAYA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,0,1,0,0,0,1,1
EXALTACION,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,1,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,0,0,1,0,1,0,1
INGAVI (HUMAITA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,1,0,0,0,1,0,1
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,1,0,1,0,2,0,2
PRESTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,0,1,0,0,0,1,1
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,1,0,0,0,1,0,1
SACACA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,0,0,0,1,0,1,1
SAN JULIAN,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,0,0,1,0,1,0,1
WARNES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-01-01,0,1,0,0,0,1,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,0,0,0,1,0,1,1
INCAHUASI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,1,0,0,0,1,0,1
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,1,0,0,0,1,0,1
MONTEAGUDO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,1,0,0,0,1,0,1
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,1,0,0,1,1,1,2
SUCRE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-02-01,1,0,0,0,1,0,1
"CAIZA ""D""",mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,2,1,1,0,3,1,4
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,0,0,2,1,2,1,3
MONTEAGUDO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,0,0,1,0,1,0,1
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,1,0,1,0,2,0,2
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,0,2,0,0,0,2,2
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,4,0,1,0,5,0,5
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,1,0,0,0,1,0,1
SACABA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,0,1,0,0,0,1,1
TARIJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,0,1,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-03-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,1,0,0,0,1,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,2,0,0,0,2,0,2
"COLCHA ""K""",mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,1,0,0,0,1,1
GUANAY,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,1,0,0,0,1,1
HUANUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,1,2,0,0,1,2,3
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,3,4,0,0,3,4,7
PRESTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,0,0,1,0,1,1
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,0,1,0,1,0,1
SACABA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,0,1,0,1,0,1
SAN BENITO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,0,0,1,0,1,1
SANTA ANA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,1,0,0,0,1,1
UYUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-04-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,1,1,0,1,1,2,3
COTAGAITA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,5,1,0,0,5,1,6
MIZQUE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,5,2,0,0,5,2,7
RAVELO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,0,1,0,1,0,1
SAN CARLOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,0,1,0,1,0,1
SIPE SIPE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,1,0,0,0,1,1
VILLA TUNARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,0,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,0,0,1,0,1,0,1
VILLAZON,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,1,0,0,0,1,0,1
YANACACHI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-05-01,1,0,0,0,1,0,1
ARAMPAMPA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,0,0,1,0,1,1
EXALTACION,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,1,3,0,0,1,3,4
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,3,0,0,0,3,0,3
SAN LUCAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,1,0,0,0,1,1
SENA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,0,1,0,1,0,1
TARIJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,2,0,0,0,2,0,2
TINGUIPAYA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,0,1,0,1,0,1
TOMINA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,0,0,1,0,1,1
YAPACANI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-06-01,0,0,0,1,0,1,1
APOLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,2,0,2,2
CHARAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,1,0,0,0,1,0,1
CHAYANTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,1,0,1,1
CULPINA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,2,0,2,2
HUANUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,3,0,1,0,4,4
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,1,0,0,0,1,1
OCURI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,3,0,3,3
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,3,0,0,0,3,0,3
PUERTO CARABUCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,1,0,1,1
RAVELO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,2,0,0,0,2,2
SAN CARLOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,1,0,1,0,1
TARVITA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,1,0,1,0,1
TOMAVE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,1,1,1,1,2
TORO TORO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,1,0,1,1
UYUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,1,0,0,0,1,0,1
WARNES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,1,0,1,1
YAPACANI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-07-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,0,0,2,0,2,0,2
CULPINA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,0,0,0,1,0,1,1
HUANUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,2,0,0,0,2,0,2
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,1,0,0,0,1,0,1
MAGDALENA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,0,1,0,0,0,1,1
OCURI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,0,0,0,2,0,2,2
POROMA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,1,0,1,0,2,0,2
