,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ANDAMARCA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,0,1,1,2,4,0,0,0,5,3,8
BOYUIBE,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,0,2,1,0,0,0,0,0,0,3,1,4
COBIJA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,4,1,1,0,2,0,0,1,0,0,7,2,9
COCHABAMBA,inmunoprevenibles,hepatitis viral,2009-01-01,2,0,4,4,11,4,4,1,3,4,1,0,25,13,38
COLCAPIRHUA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,2,2,8,1,2,3,0,4,0,0,12,10,22
EL TORNO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
GUAYARAMERIN,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,3,1,1,1,0,2,0,0,0,4,4,8
HUARACAJE,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,6,3,9,5,6,4,1,1,1,0,23,13,36
MAGDALENA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
MONTERO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,2,1,0,0,0,0,0,0,0,2,2,4
ORURO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,3,3,1,1,2,2,0,1,1,0,7,7,14
PUERTO SUAREZ,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,0,0,1,0,2,1,1,0,0,2,4,6
QUILLACOLLO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
SACABA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3
SAN IGNACIO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,3,3,2,2,3,1,3,0,0,0,11,6,17
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral,2009-01-01,1,2,10,13,17,5,5,4,4,2,1,0,38,26,64
