municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
BERMEJO,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,1,0.0,3,0.0,0,0.0,4,,
BETANZOS,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
CAIROMA,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CARANAVI,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,3,0.0,1,0.0,4,,
CARAPARI,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CHALLAPATA,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,8,,0,0.0,8,,
CLIZA,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
COCHABAMBA,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,1,0.0,34,0.0,0,0.0,35,,
COPACABANA,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,6,,0,0.0,6,,
CUATRO CAÑADAS,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
EL ALTO,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,30,0.0,1,0.0,31,,
EL PUENTE(TJA),infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
EL TORNO,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
ENTRE RIOS,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
EUCALIPTUS,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
HUANUNI,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
INCAHUASI,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
IRUPANA (VILLA DE LANZA),infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
LA GUARDIA,infec de transmision sexual,hombre con flujo uretral (uretritis),2005-01-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
