,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
CAMIRI,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CARANAVI,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,1,0,0,2,1,0,1,0,3,2,5
CARAPARI,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
CHARAGUA,otras infecciones,malaria confirmados,2011-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COBIJA,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COMARAPA,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,otras infecciones,malaria confirmados,2011-01-01,0,0,0,1,2,0,1,1,2,1,1,0,6,3,9
EL TORNO,otras infecciones,malaria confirmados,2011-01-01,0,0,8,1,2,1,3,2,14,4,0,0,27,8,35
ENTRE RIOS TRJ,otras infecciones,malaria confirmados,2011-01-01,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3
ENTRE RIOS CBBA,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,1,1,2,1,0,0,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
GUANAY,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
GUAYARAMERIN,otras infecciones,malaria confirmados,2011-01-01,0,1,0,1,6,7,16,22,37,47,1,0,60,78,138
LA GUARDIA,otras infecciones,malaria confirmados,2011-01-01,0,0,1,0,1,0,1,0,1,0,0,0,4,0,4
LA PAZ,otras infecciones,malaria confirmados,2011-01-01,0,0,1,3,0,0,3,4,3,2,3,0,10,9,19
MAPIRI,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MIZQUE,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,1,0,2,0,2,0,0,0,5,5
MONTEAGUDO,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,2,0,2,1,0,0,4,1,5
MONTERO,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,2,1,1,0,0,0,3,1,4
NACEBE (SANTA ROSA DEL ABUNA),otras infecciones,malaria confirmados,2011-01-01,0,0,1,0,0,0,3,2,7,4,0,0,11,6,17
NUEVO MANOA (NUEVA ESPERANZA),otras infecciones,malaria confirmados,2011-01-01,0,0,0,1,2,0,2,1,2,6,0,0,6,8,14
OMEREQUE,otras infecciones,malaria confirmados,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
