,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,otras infecciones,malaria sospechosos,2011-01-01,3,2,1,0,0,0,0,0,0,0,0,0,4,2,6
AZURDUY,otras infecciones,malaria sospechosos,2011-01-01,0,0,1,1,0,1,6,4,0,2,0,0,7,8,15
BERMEJO,otras infecciones,malaria sospechosos,2011-01-01,0,0,0,1,0,0,1,1,8,1,0,0,9,3,12
BUENA VISTA,otras infecciones,malaria sospechosos,2011-01-01,1,0,0,1,0,1,0,0,1,0,0,0,2,2,4
CABEZAS,otras infecciones,malaria sospechosos,2011-01-01,0,0,1,0,0,0,1,1,0,1,0,0,2,2,4
CARANAVI,otras infecciones,malaria sospechosos,2011-01-01,1,0,2,1,7,10,20,30,36,36,8,9,74,86,160
CARAPARI,otras infecciones,malaria sospechosos,2011-01-01,0,0,0,0,1,1,0,0,5,5,0,0,6,6,12
COBIJA,otras infecciones,malaria sospechosos,2011-01-01,0,0,0,0,1,2,3,4,6,11,1,9,11,26,37
COMARAPA,otras infecciones,malaria sospechosos,2011-01-01,0,0,0,0,0,1,1,0,1,0,0,0,2,1,3
COROICO,otras infecciones,malaria sospechosos,2011-01-01,0,0,0,1,2,0,1,0,3,1,1,0,7,2,9
CULPINA,otras infecciones,malaria sospechosos,2011-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
EL TORNO,otras infecciones,malaria sospechosos,2011-01-01,5,7,27,17,15,10,22,20,41,56,9,12,119,122,241
ENTRE RIOS TRJ,otras infecciones,malaria sospechosos,2011-01-01,0,0,4,4,12,2,5,5,11,10,6,6,38,27,65
EUREKA (SANTOS MERCADO),otras infecciones,malaria sospechosos,2011-01-01,3,1,4,3,10,7,10,9,19,16,1,0,47,36,83
FILADELFIA,otras infecciones,malaria sospechosos,2011-01-01,0,0,5,4,4,4,15,14,17,15,2,1,43,38,81
GRAL. J.J. PEREZ (CHARAZANI),otras infecciones,malaria sospechosos,2011-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
GUANAY,otras infecciones,malaria sospechosos,2011-01-01,2,2,8,6,30,22,28,33,13,16,5,3,86,82,168
GUAYARAMERIN,otras infecciones,malaria sospechosos,2011-01-01,15,8,70,93,155,184,324,426,261,427,41,26,866,1164,2030
HUACARETA,otras infecciones,malaria sospechosos,2011-01-01,0,0,0,1,0,0,0,0,1,0,1,0,2,1,3
INGAVI (HUMAITA),otras infecciones,malaria sospechosos,2011-01-01,0,1,0,0,0,0,8,6,9,6,0,0,17,13,30
LA ASUNTA,otras infecciones,malaria sospechosos,2011-01-01,0,0,0,0,0,0,0,2,3,0,0,0,3,2,5
LA GUARDIA,otras infecciones,malaria sospechosos,2011-01-01,0,0,1,1,0,0,0,0,1,0,1,0,3,1,4
LA PAZ,otras infecciones,malaria sospechosos,2011-01-01,0,1,4,6,6,6,5,6,20,17,1,1,36,37,73
