,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
BERMEJO,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CARANAVI,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,1,2,1,0,5,4,2,2,0,0,9,8,17
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,1,0,0,2,2,0,3,3,4,1,10,6,16
COBIJA,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,1,0,0,0,0,3,0,0,0,3,1,4
COCHABAMBA,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
COLOMI,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CORIPATA,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
COROICO,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,1,2,2,3,2,0,5,5,10
EL ALTO,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EL TORNO,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,2,1,12,1,0,0,14,2,16
GUAYARAMERIN,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,1,0,0,2,0,2,1,4,2,6
IXIAMAS,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA ASUNTA,otras infecciones,leishmaniasis sospechosos,2011-01-01,1,1,4,2,3,1,4,3,2,2,0,0,14,9,23
LA PAZ,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,3,1,1,1,0,1,6,9,3,3,0,15,13,28
LICOMA PAMPA,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MAPIRI,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
PALOS BLANCOS,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,2,1,0,0,5,0,14,4,0,0,21,5,26
PORVENIR,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PUERTO VILLARROEL,otras infecciones,leishmaniasis sospechosos,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
