,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
BERMEJO,otras infecciones,chagas agudo,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,otras infecciones,chagas agudo,2011-01-01,0,0,1,2,0,3,0,0,2,1,0,0,3,6,9
COMARAPA,otras infecciones,chagas agudo,2011-01-01,0,0,0,0,0,0,1,0,1,3,0,0,2,3,5
COROICO,otras infecciones,chagas agudo,2011-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CUATRO CAÑADAS,otras infecciones,chagas agudo,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,otras infecciones,chagas agudo,2011-01-01,0,0,0,0,0,0,0,0,1,5,1,1,2,6,8
QUILLACOLLO,otras infecciones,chagas agudo,2011-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras infecciones,chagas agudo,2011-01-01,1,0,0,0,0,0,0,1,59,6,0,2,60,9,69
SUCRE,otras infecciones,chagas agudo,2011-01-01,0,0,0,0,0,0,0,10,0,45,0,1,0,56,56
TARIJA,otras infecciones,chagas agudo,2011-01-01,0,0,2,0,1,0,3,7,28,34,0,3,34,44,78
VILLA TUNARI,otras infecciones,chagas agudo,2011-01-01,0,0,0,1,0,0,0,2,6,9,2,0,8,12,20
YACUIBA,otras infecciones,chagas agudo,2011-01-01,0,0,0,0,0,0,0,0,2,6,3,10,5,16,21
COCHABAMBA,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COMARAPA,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
COROICO,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,0,0,1,2,0,1,1,3,4
LA PAZ,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,0,0,1,2,0,1,1,3,4
SAN JULIAN,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,0,9,1,23,0,0,1,32,33
SUCRE,otras infecciones,chagas agudo,2011-02-01,2,0,0,0,0,0,0,5,4,41,0,0,6,46,52
TARIJA,otras infecciones,chagas agudo,2011-02-01,0,0,0,1,0,0,2,5,15,21,3,2,20,29,49
TUPIZA,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,1,2,2,11,2,3,5,16,21
VILA VILA,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA TUNARI,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,5,3,2,6,1,0,8,9,17
VITICHI,otras infecciones,chagas agudo,2011-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
