,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,enfermedad diarreica aguda,2011-01-01,2,7,16,13,0,0,2,0,3,2,2,2,25,24,49
ACHACACHI,otras infecciones,enfermedad diarreica aguda,2011-01-01,21,15,29,15,1,1,0,2,3,8,9,10,63,51,114
ACHOCALLA,otras infecciones,enfermedad diarreica aguda,2011-01-01,3,5,8,5,0,0,1,1,0,5,0,0,12,16,28
AIQUILE,otras infecciones,enfermedad diarreica aguda,2011-01-01,49,31,61,38,3,1,4,5,2,5,0,2,119,82,201
ALALAY,otras infecciones,enfermedad diarreica aguda,2011-01-01,5,1,9,3,0,0,0,0,3,1,1,1,18,6,24
ALCALA,otras infecciones,enfermedad diarreica aguda,2011-01-01,4,7,12,9,2,1,3,2,2,10,1,8,24,37,61
ALTO BENI,otras infecciones,enfermedad diarreica aguda,2011-01-01,9,5,22,17,1,1,0,0,5,1,0,0,37,24,61
ANCORAIMES,otras infecciones,enfermedad diarreica aguda,2011-01-01,2,4,9,10,0,0,1,0,1,1,1,1,14,16,30
ANDAMARCA,otras infecciones,enfermedad diarreica aguda,2011-01-01,9,7,10,8,1,1,0,0,2,7,2,1,24,24,48
ANTEQUERA,otras infecciones,enfermedad diarreica aguda,2011-01-01,5,2,14,7,2,0,0,0,5,2,1,0,27,11,38
ANZALDO,otras infecciones,enfermedad diarreica aguda,2011-01-01,4,5,4,4,0,0,2,0,0,1,2,1,12,11,23
APOLO,otras infecciones,enfermedad diarreica aguda,2011-01-01,29,23,57,44,4,3,1,2,2,2,0,6,93,80,173
ARAMPAMPA,otras infecciones,enfermedad diarreica aguda,2011-01-01,3,3,15,16,0,0,0,0,1,3,0,0,19,22,41
ARANI,otras infecciones,enfermedad diarreica aguda,2011-01-01,5,10,17,18,3,0,0,0,1,1,1,1,27,30,57
ARBIETO,otras infecciones,enfermedad diarreica aguda,2011-01-01,10,5,22,12,0,1,0,4,0,6,0,3,32,31,63
ARQUE,otras infecciones,enfermedad diarreica aguda,2011-01-01,9,5,34,27,0,4,2,0,1,5,1,0,47,41,88
ASCENCION DE GUARAYOS,otras infecciones,enfermedad diarreica aguda,2011-01-01,35,25,57,46,0,0,2,0,3,3,2,2,99,76,175
ATOCHA,otras infecciones,enfermedad diarreica aguda,2011-01-01,8,6,30,21,11,4,2,4,30,25,4,5,85,65,150
AUCAPATA,otras infecciones,enfermedad diarreica aguda,2011-01-01,4,4,5,3,0,0,0,0,1,2,0,1,10,10,20
AYATA,otras infecciones,enfermedad diarreica aguda,2011-01-01,9,10,17,17,0,1,5,2,2,3,1,3,34,36,70
AYO AYO,otras infecciones,enfermedad diarreica aguda,2011-01-01,4,2,14,9,0,0,0,2,2,1,2,1,22,15,37
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,enfermedad diarreica aguda,2011-01-01,25,22,58,46,0,1,3,1,3,6,1,1,90,77,167
