,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,neumonia,2011-01-01,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3
ACHACACHI,otras infecciones,neumonia,2011-01-01,4,4,10,6,0,0,0,0,1,0,1,3,16,13,29
ACHOCALLA,otras infecciones,neumonia,2011-01-01,1,0,2,1,0,0,0,0,0,0,0,0,3,1,4
AIQUILE,otras infecciones,neumonia,2011-01-01,5,6,9,8,0,0,0,1,0,0,2,3,16,18,34
ALALAY,otras infecciones,neumonia,2011-01-01,1,1,2,2,0,0,0,0,0,1,0,0,3,4,7
ANCORAIMES,otras infecciones,neumonia,2011-01-01,0,0,2,0,0,0,0,0,0,0,0,1,2,1,3
APOLO,otras infecciones,neumonia,2011-01-01,1,1,3,2,0,0,0,0,0,0,0,0,4,3,7
ARAMPAMPA,otras infecciones,neumonia,2011-01-01,0,0,1,2,0,0,0,0,0,0,0,1,1,3,4
ARANI,otras infecciones,neumonia,2011-01-01,2,3,1,3,0,0,0,0,0,0,0,0,3,6,9
ARQUE,otras infecciones,neumonia,2011-01-01,6,4,6,7,0,0,0,0,2,1,1,1,15,13,28
ASCENCION DE GUARAYOS,otras infecciones,neumonia,2011-01-01,1,4,10,2,1,0,0,0,0,0,1,0,13,6,19
ATOCHA,otras infecciones,neumonia,2011-01-01,0,1,3,2,0,3,1,1,2,0,1,0,7,7,14
AYATA,otras infecciones,neumonia,2011-01-01,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,neumonia,2011-01-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
AZURDUY,otras infecciones,neumonia,2011-01-01,0,2,3,2,0,0,0,0,0,0,1,0,4,4,8
BATALLAS,otras infecciones,neumonia,2011-01-01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
BELEN DE URMIRI,otras infecciones,neumonia,2011-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,otras infecciones,neumonia,2011-01-01,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3
BERMEJO,otras infecciones,neumonia,2011-01-01,8,0,5,3,1,1,0,0,6,3,1,0,21,7,28
BETANZOS,otras infecciones,neumonia,2011-01-01,3,3,6,0,0,0,1,0,0,3,1,1,11,7,18
BOLIVAR,otras infecciones,neumonia,2011-01-01,1,2,6,4,0,0,0,0,0,0,0,0,7,6,13
BOYUIBE,otras infecciones,neumonia,2011-01-01,3,1,0,0,1,0,0,0,0,0,2,0,6,1,7
BUENA VISTA,otras infecciones,neumonia,2011-01-01,0,0,1,1,0,1,0,0,0,1,0,0,1,3,4
CABEZAS,otras infecciones,neumonia,2011-01-01,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3
CAIROMA,otras infecciones,neumonia,2011-01-01,5,6,2,0,0,0,0,0,1,0,0,0,8,6,14
