,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMIRI,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CLIZA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,3,4,1,2,0,0,0,1,1,0,0,0,0,0,0,7,5,12
COLCAPIRHUA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COMARAPA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CONCEPCION,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COROICO,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CULPINA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
EL ALTO,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GAIOC JATUN AYLLU YURA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,1,0,2,3,5,7,12
LA PAZ,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3
MECAPACA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MONTEAGUDO,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTERO,inmunoprevenibles,hepatitis viral a*,2022-01-01,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ORURO,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3
PORONGO,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,1,1,0,0,6,2,8
POTOSI,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PUNATA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
QUILLACOLLO,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
RURRENABAQUE,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,3
SAN BORJA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN IGNACIO,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,5,2,7
SAN JULIAN,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
SAN LUCAS,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTA ANA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,1,2,2,2,4,2,0,0,1,0,2,1,1,0,1,1,0,8,12,20
SUCRE,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,5,3,8
VILLA TUNARI,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VINTO,inmunoprevenibles,hepatitis viral a*,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHOCALLA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AIQUILE,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CABEZAS,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,1,1,3,5,8
CHARAGUA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,2,1,4,1,3,1,0,1,0,2,2,0,0,0,0,0,11,6,17
COLPA BELGICA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,3
COMARAPA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,2,4
EL ALTO,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3
EL TORNO,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENTRE RIOS CBBA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LA PAZ,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,5
MAGDALENA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAIRANA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPIRI,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTERO,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ORURO,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PALOS BLANCOS,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO VILLARROEL,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PUNATA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
RIBERALTA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN BORJA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN JULIAN,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LORENZO(TJA),inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN LUCAS,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
SAN RAFAEL,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,1,0,2,3,1,3,4,4,3,0,1,3,1,1,0,0,0,0,13,14,27
SANTA ROSA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,2,4
SHINAOTA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,4,2,6
SIPE SIPE,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SUCRE,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4
TARATA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TIPUANI,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TOLATA,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,inmunoprevenibles,hepatitis viral a*,2022-02-01,0,0,0,0,1,0,4,2,1,1,0,0,1,2,0,1,0,0,0,0,7,6,13
