,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTO BENI,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARANI,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,inmunoprevenibles,varicela,2022-01-01,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CAQUIAVIRI,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARAPARI,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHAQUI,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHARAGUA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHIMORE,inmunoprevenibles,varicela,2022-01-01,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,6
CHULUMANI (V. DE LA LIBERTAD),inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COBIJA,inmunoprevenibles,varicela,2022-01-01,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,8
COCHABAMBA,inmunoprevenibles,varicela,2022-01-01,0,0,0,1,2,1,1,0,1,3,0,0,1,5,0,0,0,0,0,0,5,10,15
COLOMI,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
COMARAPA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CONCEPCION,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6
COTAGAITA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
COTOCA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CUEVO,inmunoprevenibles,varicela,2022-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,varicela,2022-01-01,0,0,0,1,1,1,1,1,0,0,3,1,1,3,0,0,0,0,0,0,6,7,13
EL TORNO,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,4,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,6,10
ENTRE RIOS TRJ,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ENTRE RIOS CBBA,inmunoprevenibles,varicela,2022-01-01,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,8
FERNANDEZ ALONSO,inmunoprevenibles,varicela,2022-01-01,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
FILADELFIA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GENERAL SAAVEDRA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUANAY,inmunoprevenibles,varicela,2022-01-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
GUAYARAMERIN,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GUTIERREZ,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUARACAJE,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LA ASUNTA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA GUARDIA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,2,2,1,0,1,0,1,0,1,0,1,1,0,0,0,3,7,10
LAGUNILLAS,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LLALLAGUA,inmunoprevenibles,varicela,2022-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MACHARETI,inmunoprevenibles,varicela,2022-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAGDALENA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,5
MAIRANA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MIZQUE,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTERO,inmunoprevenibles,varicela,2022-01-01,0,1,1,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
ORURO,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4,2,6
PADCAYA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PAILON,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PALCA,inmunoprevenibles,varicela,2022-01-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PALOS BLANCOS,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
POCONA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POJO (CBBA),inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3
PUERTO GONZALO MORENO,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO RICO,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,inmunoprevenibles,varicela,2022-01-01,1,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PUNATA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
QUILLACOLLO,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,inmunoprevenibles,varicela,2022-01-01,0,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
RURRENABAQUE,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SACABA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES DE MACHACA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
SAN BENITO,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN IGNACIO DE VELASCO,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
SAN JOSE DE CHIQUITOS,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JULIAN,inmunoprevenibles,varicela,2022-01-01,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAN LORENZO(TJA),inmunoprevenibles,varicela,2022-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN LUCAS,inmunoprevenibles,varicela,2022-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN MIGUEL DE VELASCO,inmunoprevenibles,varicela,2022-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,inmunoprevenibles,varicela,2022-01-01,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO DE MACHA,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,inmunoprevenibles,varicela,2022-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,inmunoprevenibles,varicela,2022-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA ANA,inmunoprevenibles,varicela,2022-01-01,0,0,1,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,varicela,2022-01-01,4,1,4,4,24,16,0,0,1,0,0,0,1,2,0,0,0,0,0,0,34,23,57
