,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
COBIJA,inmunoprevenibles,otras hepatitis virales,2022-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2022-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,2,5,7
LA PAZ,inmunoprevenibles,otras hepatitis virales,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MONTERO,inmunoprevenibles,otras hepatitis virales,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN RAFAEL,inmunoprevenibles,otras hepatitis virales,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAMON BENI,inmunoprevenibles,otras hepatitis virales,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2022-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,inmunoprevenibles,otras hepatitis virales,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,inmunoprevenibles,otras hepatitis virales,2022-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AIQUILE,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,4
COROICO,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
LA PAZ,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
MONTERO,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,1,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,4,3,7
VALLEGRANDE,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA MONTES,inmunoprevenibles,otras hepatitis virales,2022-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARAPARI,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,2,3,5
EL TORNO,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
LA ASUNTA,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3
MONTERO,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
POTOSI,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,1,2,1,1,0,0,2,0,2,0,0,0,1,0,0,3,7,10
SUCRE,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TIQUIPAYA,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VIACHA,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WARNES,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
YACUIBA,inmunoprevenibles,otras hepatitis virales,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAPINOTA,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHALLAPATA,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0,3,3,6
ENTRE RIOS CBBA,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LA PAZ,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MONTERO,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2
ORURO,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,3
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,1,0,2,2,2,0,0,0,0,0,1,1,1,0,1,0,0,0,8,3,11
TOLATA,inmunoprevenibles,otras hepatitis virales,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ACHACACHI,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAPINOTA,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CARACOLLO,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CARAPARI,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
COBIJA,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,3
COLCAPIRHUA,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTERO,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(TJA),inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,1,1,1,2,1,0,0,0,0,1,0,1,1,0,0,5,4,10,14
SUCRE,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3
TIQUIPAYA,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,inmunoprevenibles,otras hepatitis virales,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AIQUILE,inmunoprevenibles,otras hepatitis virales,2022-06-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
ATOCHA,inmunoprevenibles,otras hepatitis virales,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAPINOTA,inmunoprevenibles,otras hepatitis virales,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARAPARI,inmunoprevenibles,otras hepatitis virales,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHALLAPATA,inmunoprevenibles,otras hepatitis virales,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2022-06-01,0,0,0,0,0,2,1,1,0,0,1,1,1,1,1,0,0,1,0,1,4,7,11
EL ALTO,inmunoprevenibles,otras hepatitis virales,2022-06-01,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
ENTRE RIOS TRJ,inmunoprevenibles,otras hepatitis virales,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,inmunoprevenibles,otras hepatitis virales,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
