,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTO BENI,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AZURDUY,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
BAURES,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BOYUIBE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAJUATA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
CAMIRI,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,4,3,4,1,1,0,2,3,3,4,0,1,0,1,0,0,14,13,27
CAPINOTA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARANAVI,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,2,0,0,0,1,1,2,0,1,2,0,0,0,0,0,1,6,4,10
CHARAGUA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,1,0,2,2,3,2,2,6,5,4,0,1,1,1,0,0,14,16,30
CHIMORE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COBIJA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,1,0,3,4,11,7,3,7,4,1,8,12,2,2,2,1,0,0,34,34,68
COCHABAMBA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,3,8,1,1,4,1,21,15,2,2,5,4,0,0,36,31,67
COLCAPIRHUA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLOMI,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3
CONCEPCION,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,5,4,7,8,4,16,17,7,6,14,19,3,9,6,7,9,4,67,78,145
COTOCA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,2,1,2,5,1,1,0,1,1,1,0,0,0,0,2,1,8,10,18
CUATRO CAÑADAS,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,1,1,4,1,5,3,5,5,0,6,1,7,3,4,0,3,0,1,19,31,50
EL ALTO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3
EL TORNO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ENTRE RIOS CBBA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,2,3,5
FERNANDEZ ALONSO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,3,4
FILADELFIA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
GENERAL SAAVEDRA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
GUAYARAMERIN,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
HUARACAJE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
IXIAMAS,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA ASUNTA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,1,0,0,0,2,3,1,1,3,1,3,6,5,7,0,3,3,0,2,21,20,41
LA GUARDIA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,1,1,2,3,2,1,0,0,1,1,0,0,0,1,0,1,6,8,14
LA PAZ,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3
MACHARETI,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAGDALENA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1,6,2,1,1,1,1,0,7,8,15
MAIRANA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MINEROS,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,6,6
MIZQUE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
MONTEAGUDO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,2,2,5,1,4,2,3,0,8,8,4,7,0,5,7,5,33,30,63
MONTERO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,1,3,0,1,0,2,4,5,4,2,2,6,5,12,5,5,1,1,1,0,23,37,60
MORO MORO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
OKINAWA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3
ORURO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PALOS BLANCOS,sospecha diagnostica,dengue con signos de alarma,2020-01-01,1,0,1,0,1,0,0,0,1,0,0,2,1,0,1,0,2,0,1,1,9,3,12
PORVENIR,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,4
POSTRER VALLE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
PUERTO VILLARROEL,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUNATA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,4,2,6
ROBORE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,3,6,5,5,2,2,2,3,5,4,0,0,0,1,2,1,19,22,41
RURRENABAQUE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,1,3,5,5,1,5,12,3,3,1,2,2,0,19,24,43
SACABA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,1,0,3,1,3,2,13,14,7,7,2,3,5,1,34,28,62
SAN ANDRES,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,4,0,0,2,0,0,1,3,0,0,0,1,0,1,5,7,12
SAN BORJA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,1,1,9,1,10,5,6,8,4,4,7,7,2,3,1,1,3,3,43,33,76
SAN BUENA VENTURA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4
SAN CARLOS,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,3,5,3,6,1,5,0,0,6,1,1,2,0,3,3,0,17,22,39
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,1,0,2,0,6,5,4,8,7,5,8,4,8,14,3,8,1,0,3,6,43,50,93
SAN JULIAN,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,1,0,7,7
SAN LUCAS,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
SAN MIGUEL DE VELASCO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,1,0,0,0,4,1,3,7,3,3,4,1,1,1,0,0,0,0,16,13,29
SANTA ANA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,1,2,6,8
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,11,10,8,10,59,100,163,154,155,126,83,94,217,279,46,61,30,39,39,54,811,927,1738
SHINAOTA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SUCRE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,1,0,3,0,6,0,3,4,9,10,3,1,1,4,1,2,27,21,48
TARIJA,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TEOPONTE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TRINIDAD,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,2,6,5,13,15,8,7,3,6,10,12,4,5,4,1,4,3,52,56,108
VALLEGRANDE,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,0,2,0,1,3,0,2,1,1,1,1,0,0,5,7,12
VILLA MONTES,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,1,0,1,1,0,1,3,1,1,2,0,2,0,0,0,1,0,1,6,9,15
VILLA TUNARI,sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,1,0,0,1,1,1,0,0,8,0,1,1,7,1,1,4,19,23
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,dengue con signos de alarma,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
