,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCRE,sospecha diagnostica,covid-19,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,sospecha diagnostica,covid-19,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BUENA VISTA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAPINOTA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CLIZA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COBIJA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,1,0,0,0,0,1,0,2,5,1,1,0,0,2,2,6,9,15
COCHABAMBA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,1,1,0,2,0,2,2,1,17,33,2,9,5,8,1,13,28,69,97
COLCAPIRHUA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4
COTOCA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,4,0,4
CULPINA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,1,1,0,4,21,14,4,2,3,2,2,1,31,24,55
EL TORNO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUANUNI,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUARACAJE,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,3
LA ASUNTA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,3
LA GUARDIA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,2,4,6
LA PAZ,sospecha diagnostica,covid-19,2020-03-01,0,0,1,0,1,0,0,0,1,0,2,1,9,10,1,5,0,3,1,2,16,21,37
MAIRANA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MONTEAGUDO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MONTERO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,1,1,10,3,7,2,5,3,10,2,33,11,44
ORURO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PADCAYA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,7
PATACAMAYA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
PORONGO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,3,4
PORVENIR,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
PRESTO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
PUERTO QUIJARRO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUNATA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,1,4
QUILLACOLLO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,1,0,0,4,4,8
RIBERALTA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ROBORE,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,2,3,5
RURRENABAQUE,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SACABA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,4,0,0,1,7,7,14
SAMAIPATA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN CARLOS,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,2,3,4,7
SAN IGNACIO DE VELASCO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,3
SAN JAVIER(STC),sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,covid-19,2020-03-01,2,0,0,0,2,0,1,1,1,1,5,6,31,36,10,5,2,7,9,3,63,59,122
SANTIVAÑES,sospecha diagnostica,covid-19,2020-03-01,0,0,1,0,1,0,1,0,2,0,0,0,6,5,3,4,1,2,3,6,18,17,35
SUCRE,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,1,0,0,0,0,0,23,6,4,3,3,0,3,5,34,14,48
TARIJA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,0,1,5,1,10,8,18
TIQUIPAYA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOMINA,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTORA(CBBA),sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
TRIGAL,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
TRINIDAD,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,3
VALLEGRANDE,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2,1,4,4,8
VINTO,sospecha diagnostica,covid-19,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,3,4,7
ACHOCALLA,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BOLIVAR,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BUENA VISTA,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,2,0,0,1,0,0,1,3,3,1,5,1,0,0,0,6,11,17
CABEZAS,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAIROMA,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,2,4,3,7
CAMIRI,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,3,4,7
CAPINOTA,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3
CARACOLLO,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
CARMEN RIVERO TORREZ,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,7,3,0,0,0,11,14,25
CHALLAPATA,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,5,1,6
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,3,2,5
CLIZA,sospecha diagnostica,covid-19,2020-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
COBIJA,sospecha diagnostica,covid-19,2020-04-01,0,0,1,0,4,3,2,3,2,2,7,2,13,24,5,5,3,6,2,3,39,48,87
COCHABAMBA,sospecha diagnostica,covid-19,2020-04-01,4,0,3,4,1,3,4,4,3,4,7,8,76,101,33,33,27,25,55,34,213,216,429
COLCAPIRHUA,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,1,3,2,8,5,13
"COLCHA ""K""",sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,1,0,0,1,1,1,1,3,4,0,1,0,0,1,1,6,9,15
COLOMI,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLPA BELGICA,sospecha diagnostica,covid-19,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,4
