municipality,group,variable,month,Cantidad,TOTAL
ACHACACHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,1,1
ANZALDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,1,1
APOLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,21,21
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,2,2
BOLPEBRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,1,1
CALAMARCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,2,2
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,2,2
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,10,10
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,48,48
COTAGAITA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,1,1
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,5,5
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,40,40
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,3,3
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,5,5
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,2,2
GENERAL SAAVEDRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,1,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2011-01-01,1,1
