,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
ALTO BENI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2
CAMIRI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,1,0,1,1,0,0,0,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLCAPIRHUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,1,1,1,2,0,0,2,3,5
COLPA BELGICA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,1,4,0,0,1,4,5
COPACABANA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,1,3,0,0,3,7,25,35,0,1,29,46,75
COTOCA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3
EL ALTO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
EL TORNO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EUCALIPTUS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
GUAYARAMERIN,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA GUARDIA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,1,0,0,0,0,1,0,1,1,0,2,2,4
LA PAZ,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,1,0,0,1,0,0,0,2,0,0,1,3,4
LAJA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAIRANA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,0,0,0,0,3,1,2,0,1,1,6,7
MECAPACA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,1,0,0,0,1,2,0,0,0,2,2,4
MONTERO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2010-01-01,0,0,0,2,0,0,4,4,11,8,0,0,15,14,29
