,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
APOLO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
ARBIETO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,1,0,3,1,0,0,4,1,5
AYATA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,0,3,1,1,0,4,1,5
CAMIRI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,1,0,0,0,0,1,3,0,0,0,4,1,5
CARAPARI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHARAGUA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHUMA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COBIJA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,1,0,0,0,0,1,1,5,4,0,0,6,6,12
COCHABAMBA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,6,4,30,14,1,2,37,20,57
COLCAPIRHUA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
COMARAPA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COTOCA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
DESAGUADERO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL ALTO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,1,1,0,0,9,13,12,13,0,1,22,28,50
EL TORNO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
ENTRE RIOS CBBA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
