,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL DENTRO,TOTAL FUERA,TOTAL
municipality,,,,,,
GUAYARAMERIN,mortalidad materna,muerte materna confirmada,2017-01-01,1,0,1
ORURO,mortalidad materna,muerte materna confirmada,2017-01-01,2,0,2
QUILLACOLLO,mortalidad materna,muerte materna confirmada,2017-01-01,0,1,1
RIBERALTA,mortalidad materna,muerte materna confirmada,2017-01-01,1,1,2
SAN LUCAS,mortalidad materna,muerte materna confirmada,2017-01-01,0,1,1
SUCRE,mortalidad materna,muerte materna confirmada,2017-01-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna confirmada,2017-02-01,1,0,1
EL ALTO,mortalidad materna,muerte materna confirmada,2017-02-01,1,0,1
LA PAZ,mortalidad materna,muerte materna confirmada,2017-02-01,2,0,2
SAN JAVIER(STC),mortalidad materna,muerte materna confirmada,2017-02-01,1,0,1
SUCRE,mortalidad materna,muerte materna confirmada,2017-02-01,1,0,1
TARIJA,mortalidad materna,muerte materna confirmada,2017-02-01,1,0,1
TARVITA,mortalidad materna,muerte materna confirmada,2017-02-01,0,1,1
VILLAZON,mortalidad materna,muerte materna confirmada,2017-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad materna,muerte materna confirmada,2017-03-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna confirmada,2017-03-01,0,1,1
COTOCA,mortalidad materna,muerte materna confirmada,2017-03-01,1,0,1
EL ALTO,mortalidad materna,muerte materna confirmada,2017-03-01,2,0,2
ESCOMA,mortalidad materna,muerte materna confirmada,2017-03-01,0,1,1
ORURO,mortalidad materna,muerte materna confirmada,2017-03-01,2,0,2
POTOSI,mortalidad materna,muerte materna confirmada,2017-03-01,1,0,1
SAN PEDRO DE TIQUINA,mortalidad materna,muerte materna confirmada,2017-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2017-03-01,3,0,3
SANTIAGO DE HUARI,mortalidad materna,muerte materna confirmada,2017-03-01,0,1,1
TACOBAMBA,mortalidad materna,muerte materna confirmada,2017-03-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna confirmada,2017-03-01,1,1,2
COLQUECHACA,mortalidad materna,muerte materna confirmada,2017-04-01,0,1,1
EL ALTO,mortalidad materna,muerte materna confirmada,2017-04-01,1,0,1
LA PAZ,mortalidad materna,muerte materna confirmada,2017-04-01,2,0,2
ORURO,mortalidad materna,muerte materna confirmada,2017-04-01,1,0,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna confirmada,2017-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna confirmada,2017-04-01,1,0,1
