,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL DENTRO,TOTAL FUERA,TOTAL
municipality,,,,,,
CHAYANTA,mortalidad materna,muerte materna notificada,2017-01-01,0,1,1
QUILLACOLLO,mortalidad materna,muerte materna notificada,2017-01-01,0,1,1
SAN LUCAS,mortalidad materna,muerte materna notificada,2017-01-01,0,1,1
SUCRE,mortalidad materna,muerte materna notificada,2017-01-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad materna,muerte materna notificada,2017-02-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2017-02-01,1,0,1
SICA SICA (VILLA AROMA),mortalidad materna,muerte materna notificada,2017-02-01,0,1,1
SUCRE,mortalidad materna,muerte materna notificada,2017-02-01,1,0,1
TARIJA,mortalidad materna,muerte materna notificada,2017-02-01,1,0,1
TARVITA,mortalidad materna,muerte materna notificada,2017-02-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad materna,muerte materna notificada,2017-03-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2017-03-01,0,1,1
COLQUECHACA,mortalidad materna,muerte materna notificada,2017-03-01,0,1,1
COTOCA,mortalidad materna,muerte materna notificada,2017-03-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2017-03-01,1,0,1
SAN PEDRO DE TIQUINA,mortalidad materna,muerte materna notificada,2017-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2017-03-01,3,0,3
TACOBAMBA,mortalidad materna,muerte materna notificada,2017-03-01,0,1,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2017-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2017-04-01,1,0,1
SIPE SIPE,mortalidad materna,muerte materna notificada,2017-04-01,0,1,1
TACOBAMBA,mortalidad materna,muerte materna notificada,2017-04-01,0,1,1
UNCIA,mortalidad materna,muerte materna notificada,2017-04-01,0,1,1
VILLA MONTES,mortalidad materna,muerte materna notificada,2017-04-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad materna,muerte materna notificada,2017-04-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2017-05-01,2,0,2
POTOSI,mortalidad materna,muerte materna notificada,2017-05-01,1,0,1
SAN JOSE DE CHIQUITOS,mortalidad materna,muerte materna notificada,2017-05-01,1,0,1
SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2017-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2017-05-01,2,0,2
TINGUIPAYA,mortalidad materna,muerte materna notificada,2017-05-01,0,1,1
