,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,obesidad (o),2009-01-01,1,3,1,1,1,1,0,0,3,5,8
ACHOCALLA,estado nutricional,obesidad (o),2009-01-01,1,0,0,5,0,0,0,0,1,5,6
AIQUILE,estado nutricional,obesidad (o),2009-01-01,11,5,2,2,11,8,5,0,29,15,44
ALALAY,estado nutricional,obesidad (o),2009-01-01,2,0,0,0,1,1,0,0,3,1,4
ALCALA,estado nutricional,obesidad (o),2009-01-01,2,2,1,1,3,2,0,0,6,5,11
ANCORAIMES,estado nutricional,obesidad (o),2009-01-01,2,1,0,0,0,0,0,0,2,1,3
APOLO,estado nutricional,obesidad (o),2009-01-01,1,0,0,1,0,1,0,0,1,2,3
ARAMPAMPA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,1,0,0,0,1,0,1
ARANI,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
ARQUE,estado nutricional,obesidad (o),2009-01-01,1,3,0,0,0,0,2,0,3,3,6
AUCAPATA,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
AYATA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
AYO AYO,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,obesidad (o),2009-01-01,1,0,0,1,1,0,0,0,2,1,3
BATALLAS,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,3,0,3,0,3
BELEN DE ANDAMARCA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,1,0,2,0,3,0,3
BERMEJO,estado nutricional,obesidad (o),2009-01-01,0,0,0,1,0,0,5,0,5,1,6
BETANZOS,estado nutricional,obesidad (o),2009-01-01,1,1,0,1,0,1,13,0,14,3,17
BUENA VISTA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,3,0,0,0,3,3
CABEZAS,estado nutricional,obesidad (o),2009-01-01,0,1,0,0,0,0,0,0,0,1,1
CAIROMA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,3,0,3,0,3
"CAIZA ""D""",estado nutricional,obesidad (o),2009-01-01,1,0,0,0,0,1,0,0,1,1,2
CAJUATA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,11,0,11,0,11
CALACOTO,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
CAMARGO,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,2,1,2,0,4,1,5
CAMATAQUI (C. VILLA ABECIA),estado nutricional,obesidad (o),2009-01-01,2,0,0,0,0,1,0,0,2,1,3
CAMIRI,estado nutricional,obesidad (o),2009-01-01,4,4,1,3,4,4,1,0,10,11,21
CAPINOTA,estado nutricional,obesidad (o),2009-01-01,1,1,2,2,0,0,0,0,3,3,6
CAQUIAVIRI,estado nutricional,obesidad (o),2009-01-01,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,5,0,5,0,5
CARANAVI,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,2,2,1,0,3,2,5
CARAPARI,estado nutricional,obesidad (o),2009-01-01,4,1,4,4,2,4,1,0,11,9,20
CARIPUYO,estado nutricional,obesidad (o),2009-01-01,3,1,1,0,0,0,0,0,4,1,5
CARMEN RIVERO TORREZ,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
CHALLAPATA,estado nutricional,obesidad (o),2009-01-01,1,0,0,0,1,0,52,0,54,0,54
CHAQUI,estado nutricional,obesidad (o),2009-01-01,0,0,0,1,0,0,0,0,0,1,1
CHARAGUA,estado nutricional,obesidad (o),2009-01-01,5,0,1,0,0,2,0,0,6,2,8
CHARAÑA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
CHAYANTA,estado nutricional,obesidad (o),2009-01-01,0,1,0,0,1,0,0,0,1,1,2
CHUMA,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,2,0,0,0,2,0,2
CLIZA,estado nutricional,obesidad (o),2009-01-01,4,2,4,1,3,1,0,0,11,4,15
COBIJA,estado nutricional,obesidad (o),2009-01-01,3,4,1,0,1,2,13,0,18,6,24
COCHABAMBA,estado nutricional,obesidad (o),2009-01-01,6,11,2,1,4,7,41,0,53,19,72
COLOMI,estado nutricional,obesidad (o),2009-01-01,0,0,0,0,0,0,7,0,7,0,7
