,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACACIO,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,2,0,1,0,0,0,3,3
ACHACACHI,estado nutricional,desnutricion grave (g),2009-01-01,2,0,0,1,0,0,0,0,2,1,3
AIQUILE,estado nutricional,desnutricion grave (g),2009-01-01,0,1,1,0,1,2,0,0,2,3,5
ANCORAIMES,estado nutricional,desnutricion grave (g),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
ARBIETO,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,0,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,estado nutricional,desnutricion grave (g),2009-01-01,0,0,1,0,0,0,0,0,1,0,1
ATOCHA,estado nutricional,desnutricion grave (g),2009-01-01,0,1,0,0,0,0,0,0,0,1,1
AZURDUY,estado nutricional,desnutricion grave (g),2009-01-01,0,0,1,0,1,0,0,0,2,0,2
BERMEJO,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,1,0,0,0,0,0,1,1
BETANZOS,estado nutricional,desnutricion grave (g),2009-01-01,0,0,1,0,0,0,0,0,1,0,1
BOYUIBE,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,0,2,0,0,0,2,0,2
CAJUATA,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,1,0,0,0,0,0,1,1
CAMARGO,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,0,1,0,0,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,2,0,0,0,0,0,2,2
CAMIRI,estado nutricional,desnutricion grave (g),2009-01-01,2,2,0,0,2,2,0,0,4,4,8
CAPINOTA,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,0,1,0,0,0,1,0,1
CARANAVI,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,2,0,1,0,0,0,3,3
CARAPARI,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,1,0,0,0,0,0,1,1
CARIPUYO,estado nutricional,desnutricion grave (g),2009-01-01,0,0,1,0,0,1,0,0,1,1,2
CHALLAPATA,estado nutricional,desnutricion grave (g),2009-01-01,1,0,0,0,0,0,0,0,1,0,1
CHARAGUA,estado nutricional,desnutricion grave (g),2009-01-01,0,0,2,0,0,2,0,0,2,2,4
CHAYANTA,estado nutricional,desnutricion grave (g),2009-01-01,1,1,1,1,0,0,0,0,2,2,4
CHIMORE,estado nutricional,desnutricion grave (g),2009-01-01,0,0,2,0,0,0,0,0,2,0,2
COBIJA,estado nutricional,desnutricion grave (g),2009-01-01,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,estado nutricional,desnutricion grave (g),2009-01-01,4,1,8,7,0,6,0,0,12,14,26
COLCAPIRHUA,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,0,3,7,0,0,3,7,10
COLQUECHACA,estado nutricional,desnutricion grave (g),2009-01-01,1,0,0,0,1,1,0,0,2,1,3
COLQUIRI,estado nutricional,desnutricion grave (g),2009-01-01,0,0,1,0,0,0,0,0,1,0,1
COMARAPA,estado nutricional,desnutricion grave (g),2009-01-01,0,0,2,0,0,0,0,0,2,0,2
CONCEPCION,estado nutricional,desnutricion grave (g),2009-01-01,2,0,0,1,0,2,0,0,2,3,5
COTAGAITA,estado nutricional,desnutricion grave (g),2009-01-01,0,1,0,0,0,0,0,0,0,1,1
COTOCA,estado nutricional,desnutricion grave (g),2009-01-01,0,0,1,1,1,2,0,0,2,3,5
CUATRO CAÑADAS,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,1,0,0,0,0,0,1,1
CULPINA,estado nutricional,desnutricion grave (g),2009-01-01,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,estado nutricional,desnutricion grave (g),2009-01-01,8,7,5,1,2,5,0,0,15,13,28
ENTRE RIOS,estado nutricional,desnutricion grave (g),2009-01-01,1,0,1,1,0,0,0,0,2,1,3
EUREKA (SANTOS MERCADO),estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,0,1,0,0,0,1,0,1
FILADELFIA,estado nutricional,desnutricion grave (g),2009-01-01,1,1,0,0,0,0,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,desnutricion grave (g),2009-01-01,0,0,1,0,0,0,0,0,1,0,1
GUANAY,estado nutricional,desnutricion grave (g),2009-01-01,0,0,0,1,0,0,0,0,0,1,1
GUAYARAMERIN,estado nutricional,desnutricion grave (g),2009-01-01,1,1,0,0,2,0,0,0,3,1,4
