,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,sobrepeso (s),2014-01-01,12,8,12,9,9,13,15,0,48,30,78
ACHOCALLA,estado nutricional,sobrepeso (s),2014-01-01,2,1,1,2,1,0,10,0,14,3,17
AIQUILE,estado nutricional,sobrepeso (s),2014-01-01,3,1,1,1,0,0,7,0,11,2,13
ALALAY,estado nutricional,sobrepeso (s),2014-01-01,0,1,0,0,1,0,0,0,1,1,2
ALTO BENI,estado nutricional,sobrepeso (s),2014-01-01,3,3,3,1,1,0,5,0,12,4,16
ANCORAIMES,estado nutricional,sobrepeso (s),2014-01-01,1,3,2,0,2,1,6,0,11,4,15
ANDAMARCA,estado nutricional,sobrepeso (s),2014-01-01,0,0,0,3,2,1,3,0,5,4,9
ANTEQUERA,estado nutricional,sobrepeso (s),2014-01-01,0,6,0,0,0,0,8,0,8,6,14
ANZALDO,estado nutricional,sobrepeso (s),2014-01-01,1,1,1,1,0,2,0,0,2,4,6
APOLO,estado nutricional,sobrepeso (s),2014-01-01,10,7,3,4,4,6,15,0,32,17,49
ARAMPAMPA,estado nutricional,sobrepeso (s),2014-01-01,0,0,0,0,0,0,3,0,3,0,3
ARANI,estado nutricional,sobrepeso (s),2014-01-01,1,0,0,0,1,0,3,0,5,0,5
ARBIETO,estado nutricional,sobrepeso (s),2014-01-01,1,2,0,0,0,2,4,0,5,4,9
ARQUE,estado nutricional,sobrepeso (s),2014-01-01,5,4,3,4,4,5,8,0,20,13,33
ASCENCION DE GUARAYOS,estado nutricional,sobrepeso (s),2014-01-01,13,28,2,4,10,19,80,0,105,51,156
ATOCHA,estado nutricional,sobrepeso (s),2014-01-01,9,7,2,1,4,2,14,0,29,10,39
AUCAPATA,estado nutricional,sobrepeso (s),2014-01-01,0,0,0,0,0,0,2,0,2,0,2
AYATA,estado nutricional,sobrepeso (s),2014-01-01,1,0,0,1,0,0,0,0,1,1,2
AYO AYO,estado nutricional,sobrepeso (s),2014-01-01,2,1,2,0,2,0,3,0,9,1,10
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,sobrepeso (s),2014-01-01,6,1,1,1,2,3,7,0,16,5,21
AZURDUY,estado nutricional,sobrepeso (s),2014-01-01,5,6,2,1,9,16,1,0,17,23,40
BATALLAS,estado nutricional,sobrepeso (s),2014-01-01,5,3,1,1,0,0,9,0,15,4,19
BAURES,estado nutricional,sobrepeso (s),2014-01-01,5,2,0,1,0,0,0,0,5,3,8
BELEN DE ANDAMARCA,estado nutricional,sobrepeso (s),2014-01-01,0,0,0,0,0,0,1,0,1,0,1
BELEN DE URMIRI,estado nutricional,sobrepeso (s),2014-01-01,0,2,1,0,0,0,2,0,3,2,5
BELLA FLOR,estado nutricional,sobrepeso (s),2014-01-01,2,0,0,0,0,0,1,0,3,0,3
BETANZOS,estado nutricional,sobrepeso (s),2014-01-01,0,1,0,1,1,1,10,0,11,3,14
BOLIVAR,estado nutricional,sobrepeso (s),2014-01-01,0,2,0,0,1,0,2,0,3,2,5
BOLPEBRA,estado nutricional,sobrepeso (s),2014-01-01,2,0,0,0,0,0,0,0,2,0,2
BOYUIBE,estado nutricional,sobrepeso (s),2014-01-01,2,1,0,0,0,0,0,0,2,1,3
BUENA VISTA,estado nutricional,sobrepeso (s),2014-01-01,0,0,0,0,1,1,0,0,1,1,2
CABEZAS,estado nutricional,sobrepeso (s),2014-01-01,1,1,1,2,3,2,24,0,29,5,34
CAIROMA,estado nutricional,sobrepeso (s),2014-01-01,6,4,1,0,1,1,2,0,10,5,15
"CAIZA ""D""",estado nutricional,sobrepeso (s),2014-01-01,1,0,0,0,0,0,1,0,2,0,2
CAJUATA,estado nutricional,sobrepeso (s),2014-01-01,3,0,0,3,0,0,6,0,9,3,12
CALAMARCA,estado nutricional,sobrepeso (s),2014-01-01,0,4,4,3,4,3,11,0,19,10,29
CAMARGO,estado nutricional,sobrepeso (s),2014-01-01,14,8,5,4,5,2,27,0,51,14,65
CAMIRI,estado nutricional,sobrepeso (s),2014-01-01,0,3,3,1,1,1,16,0,20,5,25
CAPINOTA,estado nutricional,sobrepeso (s),2014-01-01,8,8,1,1,3,2,36,0,48,11,59
CAQUIAVIRI,estado nutricional,sobrepeso (s),2014-01-01,2,2,0,1,2,1,7,0,11,4,15
CARACOLLO,estado nutricional,sobrepeso (s),2014-01-01,1,1,0,0,0,1,11,0,12,2,14
CARANAVI,estado nutricional,sobrepeso (s),2014-01-01,19,23,15,12,16,18,7,0,57,53,110
