,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ALALAY,estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,0,0,0,0,0,0,0,0
ANTEQUERA,estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
ATOCHA,estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,0,1,0,0,0,1,0,1
CAJUATA,estado nutricional,desnutricion grave (g),2014-01-01,0,1,0,0,0,0,0,0,0,1,1
CARANAVI,estado nutricional,desnutricion grave (g),2014-01-01,0,1,0,0,0,0,0,0,0,1,1
CHIMORE,estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,0,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,0,1,0,0,0,1,0,1
CHUMA,estado nutricional,desnutricion grave (g),2014-01-01,0,1,0,1,0,0,0,0,0,2,2
CLIZA,estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
COBIJA,estado nutricional,desnutricion grave (g),2014-01-01,2,0,1,2,0,0,0,0,3,2,5
COCAPATA,estado nutricional,desnutricion grave (g),2014-01-01,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,estado nutricional,desnutricion grave (g),2014-01-01,3,2,1,1,2,3,0,0,6,6,12
COLQUECHACA,estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
COMBAYA,estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,0,1,0,0,0,1,0,1
CONCEPCION,estado nutricional,desnutricion grave (g),2014-01-01,9,3,1,0,0,1,0,0,10,4,14
CUEVO,estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,0,2,0,0,0,2,0,2
CULPINA,estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,0,1,0,0,0,1,0,1
DESAGUADERO,estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,1,0,1,0,0,0,2,2
EL ALTO,estado nutricional,desnutricion grave (g),2014-01-01,7,5,2,4,0,1,0,0,9,10,19
EL PUENTE(STC),estado nutricional,desnutricion grave (g),2014-01-01,0,0,1,0,0,0,0,0,1,0,1
FILADELFIA,estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,estado nutricional,desnutricion grave (g),2014-01-01,0,0,1,0,0,0,0,0,1,0,1
GUAQUI,estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,estado nutricional,desnutricion grave (g),2014-01-01,1,2,1,1,1,0,0,0,3,3,6
GUTIERREZ,estado nutricional,desnutricion grave (g),2014-01-01,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,estado nutricional,desnutricion grave (g),2014-01-01,1,1,0,1,2,2,0,0,3,4,7
ICLA,estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,1,0,0,0,0,0,1,1
LA GUARDIA,estado nutricional,desnutricion grave (g),2014-01-01,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,estado nutricional,desnutricion grave (g),2014-01-01,5,2,3,1,1,0,0,0,9,3,12
LORETO,estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
MINEROS,estado nutricional,desnutricion grave (g),2014-01-01,0,0,4,0,0,0,0,0,4,0,4
MIZQUE,estado nutricional,desnutricion grave (g),2014-01-01,0,0,0,0,0,0,0,0,0,0,0
MONTEAGUDO,estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
MONTERO,estado nutricional,desnutricion grave (g),2014-01-01,0,1,0,0,1,0,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,desnutricion grave (g),2014-01-01,1,0,0,0,0,0,0,0,1,0,1
ORURO,estado nutricional,desnutricion grave (g),2014-01-01,4,2,2,1,0,0,0,0,6,3,9
PADCAYA,estado nutricional,desnutricion grave (g),2014-01-01,0,1,0,0,0,0,0,0,0,1,1
PAILON,estado nutricional,desnutricion grave (g),2014-01-01,0,1,0,2,0,0,0,0,0,3,3
PALCA,estado nutricional,desnutricion grave (g),2014-01-01,2,0,2,0,0,0,0,0,4,0,4
